"mreference","class_field","subclass","event","eventnumberinyear","speciesscientific","speciescommon","datefound","datecertainty","latitudewgs84","longitudewgs84","sex","length","lengthuncertain","conditionfound","examinationlevel","Year","Source","DateFound","Month","Day"
"M44/09","Cetacean","Harbour porpoise","Single",44,"Phocoena phocoena","Harbour porpoise","2009-04-27","Exact",56.46644974,-2.853661299,"M",111,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2009","Modern",2009-04-27,"04","27"
"M54/09","Cetacean","Harbour porpoise","Single",54,"Phocoena phocoena","Harbour porpoise","2009-04-30","Exact",56.1706543,-3.000089884,"F",101,FALSE,"Slight decomposition (code 2b)","necropsied","2009","Modern",2009-04-30,"04","30"
"M46/09","Cetacean","Harbour porpoise","Single",46,"Phocoena phocoena","Harbour porpoise","2009-05-03","Exact",57.93462753,-4.021511078,"U",100,TRUE,"moderate decomposition (code 3)","not necropsied","2009","Modern",2009-05-03,"05","03"
"M53/09","Cetacean","Harbour porpoise","Single",53,"Phocoena phocoena","Harbour porpoise","2009-05-31","Exact",57.59039688,-4.084359646,"U",100,TRUE,"unknown","not necropsied","2009","Modern",2009-05-31,"05","31"
"M55/09","Cetacean","Harbour porpoise","Single",55,"Phocoena phocoena","Harbour porpoise","2009-06-04","Exact",57.67390442,-3.083045959,"M",120,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2009","Modern",2009-06-04,"06","04"
"M56/09","Cetacean","Harbour porpoise","Single",56,"Phocoena phocoena","Harbour porpoise","2009-06-04","Exact",57.71794128,-3.274060249,"M",120,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2009","Modern",2009-06-04,"06","04"
"M57/09","Cetacean","Harbour porpoise","Single",57,"Phocoena phocoena","Harbour porpoise","2009-06-06","Exact",56.70658875,-2.467085361,"U",150,TRUE,"advanced decomposition (code 4)","not necropsied","2009","Modern",2009-06-06,"06","06"
"M70/09","Cetacean","Harbour porpoise","Single",70,"Phocoena phocoena","Harbour porpoise","2009-06-08","Exact",56.50580978,-6.986877441,"U",100,TRUE,"advanced decomposition (code 4)","not necropsied","2009","Modern",2009-06-08,"06","08"
"M60/09","Cetacean","Harbour porpoise","Single",60,"Phocoena phocoena","Harbour porpoise","2009-06-09","Exact",57.59497452,-3.846998692,"F",154,FALSE,"Slight decomposition (code 2b)","necropsied","2009","Modern",2009-06-09,"06","09"
"M59/09","Cetacean","Harbour porpoise","Single",59,"Phocoena phocoena","Harbour porpoise","2009-06-09","Exact",57.58586121,-3.916804075,"U",121,TRUE,"advanced decomposition (code 4)","not necropsied","2009","Modern",2009-06-09,"06","09"
"M62/09","Cetacean","Harbour porpoise","Single",62,"Phocoena phocoena","Harbour porpoise","2009-06-10","Exact",56.18601608,-2.559026957,"M",82,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2009","Modern",2009-06-10,"06","10"
"M64/09","Cetacean","Harbour porpoise","Single",64,"Phocoena phocoena","Harbour porpoise","2009-06-15","Exact",57.69469833,-2.055319786,"U",100,TRUE,"advanced decomposition (code 4)","not necropsied","2009","Modern",2009-06-15,"06","15"
"M65/09","Cetacean","Harbour porpoise","Single",65,"Phocoena phocoena","Harbour porpoise","2009-06-17","Exact",56.63188553,-2.502022266,"U",100,TRUE,"moderate decomposition (code 3)","not necropsied","2009","Modern",2009-06-17,"06","17"
"M73/09","Cetacean","Harbour porpoise","Single",73,"Phocoena phocoena","Harbour porpoise","2009-06-18","Exact",56.11362839,-3.151386738,"M",130,TRUE,"advanced decomposition (code 4)","not necropsied","2009","Modern",2009-06-18,"06","18"
"M77/09","Cetacean","Harbour porpoise","Single",170,"Phocoena phocoena","Harbour porpoise","2009-07-03","Exact",57.20007324,-5.637056828,"U",121,FALSE,"Slight decomposition (code 2b)","not necropsied","2009","Modern",2009-07-03,"07","03"
"M95/09","Cetacean","Harbour porpoise","Single",95,"Phocoena phocoena","Harbour porpoise","2009-07-14","Exact",58.01006317,-3.846335888,"U",100,TRUE,"unknown","not necropsied","2009","Modern",2009-07-14,"07","14"
"M86/09","Cetacean","Harbour porpoise","Single",86,"Phocoena phocoena","Harbour porpoise","2009-07-15","Exact",60.25049973,-1.291814566,"M",83,FALSE,"Slight decomposition (code 2b)","necropsied","2009","Modern",2009-07-15,"07","15"
"M87/09","Cetacean","Harbour porpoise","Single",182,"Phocoena phocoena","Harbour porpoise","2009-07-19","Exact",57.6875267,-1.984870434,"U",80,TRUE,"Slight decomposition (code 2b)","sampled","2009","Modern",2009-07-19,"07","19"
"M124/09","Cetacean","Harbour porpoise","Single",124,"Phocoena phocoena","Harbour porpoise","2009-07-23","Exact",56.45698547,-6.947964191,"U",NA,TRUE,"unknown","not necropsied","2009","Modern",2009-07-23,"07","23"
"M99/09","Cetacean","Harbour porpoise","Single",99,"Phocoena phocoena","Harbour porpoise","2009-07-30","Exact",54.88016891,-3.728549957,"M",NA,FALSE,"moderate decomposition (code 3)","necropsied","2009","Modern",2009-07-30,"07","30"
"M100/09","Cetacean","Harbour porpoise","Single",100,"Phocoena phocoena","Harbour porpoise","2009-07-31","Exact",58.60459518,-3.356063366,"F",160,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2009","Modern",2009-07-31,"07","31"
"M108/09","Cetacean","Harbour porpoise","Single",108,"Phocoena phocoena","Harbour porpoise","2009-08-04","Exact",54.87115479,-3.598816633,"U",152,FALSE,"unknown","not necropsied","2009","Modern",2009-08-04,"08","04"
"M107/09","Cetacean","Harbour porpoise","Single",107,"Phocoena phocoena","Harbour porpoise","2009-08-05","Exact",56.54151535,-2.619553804,"U",121,FALSE,"advanced decomposition (code 4)","not necropsied","2009","Modern",2009-08-05,"08","05"
"M116/09","Cetacean","Harbour porpoise","Single",116,"Phocoena phocoena","Harbour porpoise","2009-08-13","Exact",56.20099258,-2.780063629,"U",150,TRUE,"Slight decomposition (code 2b)","not necropsied","2009","Modern",2009-08-13,"08","13"
"M126/09","Cetacean","Harbour porpoise","Single",126,"Phocoena phocoena","Harbour porpoise","2009-08-13","Exact",57.66765976,-7.374092579,"U",130,TRUE,"advanced decomposition (code 4)","not necropsied","2009","Modern",2009-08-13,"08","13"
"M125/09","Cetacean","Harbour porpoise","Single",125,"Phocoena phocoena","Harbour porpoise","2009-08-13","Exact",57.66182709,-7.363160133,"U",120,TRUE,"Slight decomposition (code 2b)","not necropsied","2009","Modern",2009-08-13,"08","13"
"M135/09","Cetacean","Harbour porpoise","Single",135,"Phocoena phocoena","Harbour porpoise","2009-09-14","Exact",54.87207031,-3.597299814,"U",150,FALSE,"advanced decomposition (code 4)","not necropsied","2009","Modern",2009-09-14,"09","14"
"M137/09","Cetacean","Harbour porpoise","Single",137,"Phocoena phocoena","Harbour porpoise","2009-09-18","Exact",57.69129562,-2.929232597,"M",134,FALSE,"Slight decomposition (code 2b)","necropsied","2009","Modern",2009-09-18,"09","18"
"M150/09","Cetacean","Harbour porpoise","Single",150,"Phocoena phocoena","Harbour porpoise","2009-10-12","Exact",57.60716248,-4.102060795,"U",NA,TRUE,"Slight decomposition (code 2b)","not necropsied","2009","Modern",2009-10-12,"10","12"
"M151/09","Cetacean","Harbour porpoise","Single",151,"Phocoena phocoena","Harbour porpoise","2009-10-19","Exact",57.66272736,-3.624131203,"M",124,FALSE,"moderate decomposition (code 3)","necropsied","2009","Modern",2009-10-19,"10","19"
"M176/09","Cetacean","Harbour porpoise","Single",176,"Phocoena phocoena","Harbour porpoise","2009-11-27","Exact",56.3254776,-2.69689846,"U",NA,TRUE,"advanced decomposition (code 4)","not necropsied","2009","Modern",2009-11-27,"11","27"
"M178/09","Cetacean","Harbour porpoise","Single",179,"Phocoena phocoena","Harbour porpoise","2009-12-01","Exact",57.52090073,-7.375852108,"U",120,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2009","Modern",2009-12-01,"12","01"
"M187/09","Cetacean","Harbour porpoise","Single",187,"Phocoena phocoena","Harbour porpoise","2009-12-16","Exact",55.48328781,-5.093965054,"F",165,FALSE,"moderate decomposition (code 3)","necropsied","2009","Modern",2009-12-16,"12","16"
"M193/09","Cetacean","Harbour porpoise","Single",193,"Phocoena phocoena","Harbour porpoise","2009-12-31","Exact",57.94759369,-3.996897697,"U",110,TRUE,"Slight decomposition (code 2b)","not necropsied","2009","Modern",2009-12-31,"12","31"
"M3/10","Cetacean","Harbour porpoise","Single",3,"Phocoena phocoena","Harbour porpoise","2010-01-08","Exact",57.71706009,-3.272354841,"F",152,FALSE,"moderate decomposition (code 3)","necropsied","2010","Modern",2010-01-08,"01","08"
"M6/10","Cetacean","Harbour porpoise","Single",6,"Phocoena phocoena","Harbour porpoise","2010-01-11","Exact",55.9549675,-3.109833956,"M",142,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-01-11,"01","11"
"M9/10","Cetacean","Harbour porpoise","Single",9,"Phocoena phocoena","Harbour porpoise","2010-01-12","Exact",56.26210403,-2.618258476,"F",157,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-01-12,"01","12"
"M12/10","Cetacean","Harbour porpoise","Single",12,"Phocoena phocoena","Harbour porpoise","2010-01-13","Exact",56.64444733,-2.505450249,"M",163,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-01-13,"01","13"
"M13/10","Cetacean","Harbour porpoise","Single",13,"Phocoena phocoena","Harbour porpoise","2010-01-14","Exact",55.94636536,-3.066353798,"U",133,FALSE,"advanced decomposition (code 4)","not necropsied","2010","Modern",2010-01-14,"01","14"
"M14/10","Cetacean","Harbour porpoise","Single",14,"Phocoena phocoena","Harbour porpoise","2010-01-15","Exact",57.93471146,-4.016450882,"F",113,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-01-15,"01","15"
"M21/10","Cetacean","Harbour porpoise","Single",21,"Phocoena phocoena","Harbour porpoise","2010-01-26","Exact",57.17009354,-2.079345465,"F",103,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-01-26,"01","26"
"M23/10","Cetacean","Harbour porpoise","Single",23,"Phocoena phocoena","Harbour porpoise","2010-01-31","Exact",57.19884491,-2.067819834,"F",105,FALSE,"advanced decomposition (code 4)","not necropsied","2010","Modern",2010-01-31,"01","31"
"M24/10","Cetacean","Harbour porpoise","Single",24,"Phocoena phocoena","Harbour porpoise","2010-02-03","Exact",56.35982132,-2.810813189,"F",122,FALSE,"moderate decomposition (code 3)","necropsied","2010","Modern",2010-02-03,"02","03"
"M25/10","Cetacean","Harbour porpoise","Single",25,"Phocoena phocoena","Harbour porpoise","2010-02-04","Exact",57.87176895,-5.537634373,"M",153,FALSE,"moderate decomposition (code 3)","necropsied","2010","Modern",2010-02-04,"02","04"
"M27/10","Cetacean","Harbour porpoise","Single",27,"Phocoena phocoena","Harbour porpoise","2010-02-09","Exact",56.0055809,-2.521136761,"M",140,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-02-09,"02","09"
"M26/10","Cetacean","Harbour porpoise","Single",26,"Phocoena phocoena","Harbour porpoise","2010-02-09","Exact",57.5920372,-3.863581896,"F",115,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-02-09,"02","09"
"M36/10","Cetacean","Harbour porpoise","Single",36,"Phocoena phocoena","Harbour porpoise","2010-02-20","Exact",57.67043304,-1.919497132,"F",144,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-02-20,"02","20"
"M38/10","Cetacean","Harbour porpoise","Single",38,"Phocoena phocoena","Harbour porpoise","2010-02-25","Exact",57.74393463,-3.920119524,"M",103,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-02-25,"02","25"
"M44/10","Cetacean","Harbour porpoise","Single",44,"Phocoena phocoena","Harbour porpoise","2010-03-05","Exact",55.99650192,-4.717831612,"F",122,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-03-05,"03","05"
"M46/10","Cetacean","Harbour porpoise","Single",46,"Phocoena phocoena","Harbour porpoise","2010-03-09","Exact",58.86663818,-3.378443241,"F",130,FALSE,"advanced decomposition (code 4)","sampled","2010","Modern",2010-03-09,"03","09"
"M48/10","Cetacean","Harbour porpoise","Single",48,"Phocoena phocoena","Harbour porpoise","2010-03-14","Exact",56.06616592,-2.788587332,"U",121,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2010","Modern",2010-03-14,"03","14"
"M252/10","Cetacean","Harbour porpoise","Single",252,"Phocoena phocoena","Harbour porpoise","2010-03-29","Exact",56.0643959,-2.783722401,"U",121,TRUE,"Slight decomposition (code 2b)","not necropsied","2010","Modern",2010-03-29,"03","29"
"M58/10","Cetacean","Harbour porpoise","Single",58,"Phocoena phocoena","Harbour porpoise","2010-03-29","Exact",54.734375,-4.553405285,"U",150,TRUE,"Slight decomposition (code 2b)","not necropsied","2010","Modern",2010-03-29,"03","29"
"M60/10","Cetacean","Harbour porpoise","Single",60,"Phocoena phocoena","Harbour porpoise","2010-04-01","Exact",57.15750885,-2.079310894,"U",140,TRUE,"unknown","not necropsied","2010","Modern",2010-04-01,"04","01"
"M66/10","Cetacean","Harbour porpoise","Single",66,"Phocoena phocoena","Harbour porpoise","2010-04-03","Exact",54.91377258,-4.396224499,"F",120,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-04-03,"04","03"
"M71/10","Cetacean","Harbour porpoise","Single",71,"Phocoena phocoena","Harbour porpoise","2010-04-13","Exact",57.59171677,-4.11288023,"U",121,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2010","Modern",2010-04-13,"04","13"
"M77/10","Cetacean","Harbour porpoise","Single",77,"Phocoena phocoena","Harbour porpoise","2010-04-16","Exact",57.58808136,-3.888471842,"M",112,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-04-16,"04","16"
"M78/10","Cetacean","Harbour porpoise","Single",78,"Phocoena phocoena","Harbour porpoise","2010-04-20","Exact",55.84111404,-5.128727913,"F",160,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-04-20,"04","20"
"M87/10","Cetacean","Harbour porpoise","Single",87,"Phocoena phocoena","Harbour porpoise","2010-05-03","Exact",59.12250137,-3.109184027,"U",130,TRUE,"moderate decomposition (code 3)","not necropsied","2010","Modern",2010-05-03,"05","03"
"M92/10","Cetacean","Harbour porpoise","Single",92,"Phocoena phocoena","Harbour porpoise","2010-05-12","Exact",59.24453354,-2.57144165,"U",120,TRUE,"indeterminate (code 5)","sampled","2010","Modern",2010-05-12,"05","12"
"M98/10","Cetacean","Harbour porpoise","Single",98,"Phocoena phocoena","Harbour porpoise","2010-05-27","Exact",58.65209961,-3.278633595,"M",156,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-05-27,"05","27"
"M105/10","Cetacean","Harbour porpoise","Single",105,"Phocoena phocoena","Harbour porpoise","2010-06-05","Exact",56.4991951,-2.638349295,"F",85,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-06-05,"06","05"
"M107/10","Cetacean","Harbour porpoise","Single",107,"Phocoena phocoena","Harbour porpoise","2010-06-11","Exact",58.02455139,-3.838617325,"F",142,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-06-11,"06","11"
"M112/10","Cetacean","Harbour porpoise","Single",112,"Phocoena phocoena","Harbour porpoise","2010-06-17","Exact",55.47716904,-5.087144375,"F",84,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-06-17,"06","17"
"M116/10","Cetacean","Harbour porpoise","Single",116,"Phocoena phocoena","Harbour porpoise","2010-06-20","Exact",57.6932106,-2.778316498,"U",120,TRUE,"advanced decomposition (code 4)","not necropsied","2010","Modern",2010-06-20,"06","20"
"M117/10","Cetacean","Harbour porpoise","Single",117,"Phocoena phocoena","Harbour porpoise","2010-06-20","Exact",55.49951553,-5.092064381,"U",68,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2010","Modern",2010-06-20,"06","20"
"M118/10","Cetacean","Harbour porpoise","Single",118,"Phocoena phocoena","Harbour porpoise","2010-06-21","Exact",57.67112732,-2.533069849,"F",146,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-06-21,"06","21"
"M121/10","Cetacean","Harbour porpoise","Single",121,"Phocoena phocoena","Harbour porpoise","2010-06-22","Exact",54.81244659,-4.955263615,"U",130,TRUE,"moderate decomposition (code 3)","sampled","2010","Modern",2010-06-22,"06","22"
"M119/10","Cetacean","Harbour porpoise","Single",119,"Phocoena phocoena","Harbour porpoise","2010-06-22","Exact",57.52360916,-4.207475185,"U",110,TRUE,"advanced decomposition (code 4)","not necropsied","2010","Modern",2010-06-22,"06","22"
"M133/10","Cetacean","Harbour porpoise","Single",133,"Phocoena phocoena","Harbour porpoise","2010-06-22","Exact",57.72977829,-7.201649189,"U",100,TRUE,"moderate decomposition (code 3)","not necropsied","2010","Modern",2010-06-22,"06","22"
"M128/10","Cetacean","Harbour porpoise","Single",128,"Phocoena phocoena","Harbour porpoise","2010-06-29","Exact",55.51041794,-4.625603676,"M",72,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-06-29,"06","29"
"M127/10","Cetacean","Harbour porpoise","Single",127,"Phocoena phocoena","Harbour porpoise","2010-06-29","Exact",57.69826508,-2.105665207,"F",143,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-06-29,"06","29"
"M139/10","Cetacean","Harbour porpoise","Single",139,"Phocoena phocoena","Harbour porpoise","2010-07-10","Exact",55.50119781,-5.336130142,"U",75,TRUE,"Slight decomposition (code 2b)","not necropsied","2010","Modern",2010-07-10,"07","10"
"M137/10","Cetacean","Harbour porpoise","Single",137,"Phocoena phocoena","Harbour porpoise","2010-07-13","Exact",55.98828125,-4.957789898,"F",88,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-07-13,"07","13"
"M153/10","Cetacean","Harbour porpoise","Single",153,"Phocoena phocoena","Harbour porpoise","2010-07-24","Exact",56.11351395,-4.90786171,"F",154,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-07-24,"07","24"
"M159/10","Cetacean","Harbour porpoise","Single",159,"Phocoena phocoena","Harbour porpoise","2010-07-31","Exact",56.18827438,-2.802361727,"U",NA,TRUE,"unknown","sampled","2010","Modern",2010-07-31,"07","31"
"M160/10","Cetacean","Harbour porpoise","Single",160,"Phocoena phocoena","Harbour porpoise","2010-08-02","Exact",56.519207,-6.876338959,"U",152,FALSE,"Slight decomposition (code 2b)","not necropsied","2010","Modern",2010-08-02,"08","02"
"M165/10","Cetacean","Harbour porpoise","Single",165,"Phocoena phocoena","Harbour porpoise","2010-08-06","Exact",54.89486313,-3.573247194,"U",NA,TRUE,"unknown","not necropsied","2010","Modern",2010-08-06,"08","06"
"M169/10","Cetacean","Harbour porpoise","Single",169,"Phocoena phocoena","Harbour porpoise","2010-08-09","Exact",60.13816071,-1.274412394,"F",100,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-08-09,"08","09"
"M179/10","Cetacean","Harbour porpoise","Single",179,"Phocoena phocoena","Harbour porpoise","2010-08-11","Exact",56.65433884,-2.503964424,"U",100,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2010","Modern",2010-08-11,"08","11"
"M175/10","Cetacean","Harbour porpoise","Single",175,"Phocoena phocoena","Harbour porpoise","2010-08-17","Exact",57.47575378,-7.379216671,"U",152,TRUE,"unknown","not necropsied","2010","Modern",2010-08-17,"08","17"
"M194/10","Cetacean","Harbour porpoise","Single",194,"Phocoena phocoena","Harbour porpoise","2010-08-29","Exact",57.58898163,-3.888527155,"M",151,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-08-29,"08","29"
"M210/10","Cetacean","Harbour porpoise","Single",210,"Phocoena phocoena","Harbour porpoise","2010-09-12","Exact",60.47674942,-1.483343244,"F",122,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-09-12,"09","12"
"M216/10","Cetacean","Harbour porpoise","Single",216,"Phocoena phocoena","Harbour porpoise","2010-09-21","Exact",57.72873306,-5.698430538,"M",155,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-09-21,"09","21"
"M232/10","Cetacean","Harbour porpoise","Single",232,"Phocoena phocoena","Harbour porpoise","2010-10-02","Exact",56.20826721,-2.89950943,"U",150,TRUE,"Slight decomposition (code 2b)","not necropsied","2010","Modern",2010-10-02,"10","02"
"M239/10","Cetacean","Harbour porpoise","Single",239,"Phocoena phocoena","Harbour porpoise","2010-10-07","Exact",56.21163559,-2.93021965,"U",150,TRUE,"advanced decomposition (code 4)","not necropsied","2010","Modern",2010-10-07,"10","07"
"M255/10","Cetacean","Harbour porpoise","Single",255,"Phocoena phocoena","Harbour porpoise","2010-11-05","Exact",55.57083893,-4.658193588,"F",156,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-11-05,"11","05"
"M272/10","Cetacean","Harbour porpoise","Single",272,"Phocoena phocoena","Harbour porpoise","2010-11-13","Exact",55.57352829,-4.658370972,"M",146,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-11-13,"11","13"
"M278/10","Cetacean","Harbour porpoise","Single",278,"Phocoena phocoena","Harbour porpoise","2010-11-19","Exact",54.83089066,-4.936361313,"U",152,TRUE,"unknown","not necropsied","2010","Modern",2010-11-19,"11","19"
"M282/10","Cetacean","Harbour porpoise","Single",282,"Phocoena phocoena","Harbour porpoise","2010-11-20","Exact",54.79481125,-4.365842819,"M",100,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-11-20,"11","20"
"M289/10","Cetacean","Harbour porpoise","Single",289,"Phocoena phocoena","Harbour porpoise","2010-11-21","Exact",54.80160141,-4.957580566,"U",121,TRUE,"Slight decomposition (code 2b)","not necropsied","2010","Modern",2010-11-21,"11","21"
"M286/10","Cetacean","Harbour porpoise","Single",286,"Phocoena phocoena","Harbour porpoise","2010-11-21","Exact",56.00458908,-2.543573141,"M",108,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-11-21,"11","21"
"M328/10","Cetacean","Harbour porpoise","Single",328,"Phocoena phocoena","Harbour porpoise","2010-11-24","Exact",58.89317322,-2.919631004,"U",107,FALSE,"Slight decomposition (code 2b)","not necropsied","2010","Modern",2010-11-24,"11","24"
"M290/10","Cetacean","Harbour porpoise","Single",290,"Phocoena phocoena","Harbour porpoise","2010-11-29","Exact",56.33665466,-2.781211376,"M",140,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-11-29,"11","29"
"M295/10","Cetacean","Harbour porpoise","Single",295,"Phocoena phocoena","Harbour porpoise","2010-12-02","Exact",56.00113297,-2.511458635,"F",126,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-12-02,"12","02"
"M301/10","Cetacean","Harbour porpoise","Single",301,"Phocoena phocoena","Harbour porpoise","2010-12-09","Exact",57.66368866,-3.619158745,"M",148,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-12-09,"12","09"
"M308/10","Cetacean","Harbour porpoise","Single",308,"Phocoena phocoena","Harbour porpoise","2010-12-15","Exact",56.04322433,-4.876879692,"F",155,FALSE,"Slight decomposition (code 2b)","necropsied","2010","Modern",2010-12-15,"12","15"
"M310/10","Cetacean","Harbour porpoise","Single",310,"Phocoena phocoena","Harbour porpoise","2010-12-30","Exact",60.26057434,-1.170507073,"M",118,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2010","Modern",2010-12-30,"12","30"
"M1/11","Cetacean","Harbour porpoise","Single",1,"Phocoena phocoena","Harbour porpoise","2011-01-02","Exact",55.85980606,-5.064693451,"F",160,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-01-02,"01","02"
"M23/11","Cetacean","Harbour porpoise","Single",23,"Phocoena phocoena","Harbour porpoise","2011-02-16","Exact",56.70664978,-2.450756073,"M",117,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-02-16,"02","16"
"M30/11","Cetacean","Harbour porpoise","Single",30,"Phocoena phocoena","Harbour porpoise","2011-02-22","Exact",56.0293808,-3.469828367,"M",101,TRUE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-02-22,"02","22"
"M38/11","Cetacean","Harbour porpoise","Single",38,"Phocoena phocoena","Harbour porpoise","2011-02-24","Exact",56.74625397,-2.431604624,"M",122,TRUE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-02-24,"02","24"
"M42/11","Cetacean","Harbour porpoise","Single",42,"Phocoena phocoena","Harbour porpoise","2011-02-25","Exact",55.84012985,-5.131849289,"M",152,TRUE,"moderate decomposition (code 3)","not necropsied","2011","Modern",2011-02-25,"02","25"
"M51/11","Cetacean","Harbour porpoise","Single",51,"Phocoena phocoena","Harbour porpoise","2011-03-07","Exact",56.2584877,-2.623032331,"F",170,TRUE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-03-07,"03","07"
"M52/11","Cetacean","Harbour porpoise","Single",52,"Phocoena phocoena","Harbour porpoise","2011-03-11","Exact",57.17009354,-2.077688932,"F",119,TRUE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-03-11,"03","11"
"M60/11","Cetacean","Harbour porpoise","Single",60,"Phocoena phocoena","Harbour porpoise","2011-03-19","Exact",56.66244125,-2.499167442,"U",152,TRUE,"moderate decomposition (code 3)","not necropsied","2011","Modern",2011-03-19,"03","19"
"M59/11","Cetacean","Harbour porpoise","Single",59,"Phocoena phocoena","Harbour porpoise","2011-03-20","Exact",56.36428452,-2.815769434,"F",105,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-03-20,"03","20"
"M58/11","Cetacean","Harbour porpoise","Single",58,"Phocoena phocoena","Harbour porpoise","2011-03-20","Exact",56.68774414,-5.538458347,"F",162,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-03-20,"03","20"
"M61/11","Cetacean","Harbour porpoise","Single",61,"Phocoena phocoena","Harbour porpoise","2011-03-23","Exact",55.55554962,-4.65874052,"M",131,TRUE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-03-23,"03","23"
"M68/11","Cetacean","Harbour porpoise","Single",68,"Phocoena phocoena","Harbour porpoise","2011-03-31","Exact",56.06285095,-2.743543625,"M",116,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-03-31,"03","31"
"M72/11","Cetacean","Harbour porpoise","Single",72,"Phocoena phocoena","Harbour porpoise","2011-04-07","Exact",57.14314651,-2.072665453,"M",141,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-04-07,"04","07"
"M73/11","Cetacean","Harbour porpoise","Single",73,"Phocoena phocoena","Harbour porpoise","2011-04-11","Exact",56.03283691,-3.481207609,"F",104,FALSE,"Slight decomposition (code 2b)","necropsied","2011","Modern",2011-04-11,"04","11"
"M81/11","Cetacean","Harbour porpoise","Single",81,"Phocoena phocoena","Harbour porpoise","2011-04-22","Exact",57.90369034,-3.989385843,"M",116,TRUE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-04-22,"04","22"
"M92/11","Cetacean","Harbour porpoise","Single",92,"Phocoena phocoena","Harbour porpoise","2011-05-13","Exact",57.07390976,-7.305901527,"U",76,TRUE,"moderate decomposition (code 3)","not necropsied","2011","Modern",2011-05-13,"05","13"
"M98/11","Cetacean","Harbour porpoise","Single",98,"Phocoena phocoena","Harbour porpoise","2011-05-18","Exact",54.97265244,-3.30287981,"U",150,FALSE,"Slight decomposition (code 2b)","not necropsied","2011","Modern",2011-05-18,"05","18"
