"mreference","class_field","subclass","event","eventnumberinyear","speciesscientific","speciescommon","datefound","datecertainty","latitudewgs84","longitudewgs84","sex","length","lengthuncertain","conditionfound","examinationlevel","Year","Source","DateFound","Month","Day"
"M79/05","Cetacean","Harbour porpoise","Single",79,"Phocoena phocoena","Harbour porpoise","2005-03-26","Exact",58.95158005,-2.778649092,"U",150,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-03-26,"03","26"
"M78/05","Cetacean","Harbour porpoise","Single",78,"Phocoena phocoena","Harbour porpoise","2005-03-28","Exact",57.26353836,-2.028151035,"F",161,FALSE,"moderate decomposition (code 3)","necropsied","2005","Modern",2005-03-28,"03","28"
"M81/05A","Cetacean","Harbour porpoise","Single",81,"Phocoena phocoena","Harbour porpoise","2005-03-29","Exact",56.01292801,-3.565455437,"U",120,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-03-29,"03","29"
"M80/05","Cetacean","Harbour porpoise","Single",80,"Phocoena phocoena","Harbour porpoise","2005-03-29","Exact",57.48240662,-4.300079823,"M",104,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-03-29,"03","29"
"M90/05A","Cetacean","Harbour porpoise","Single",90,"Phocoena phocoena","Harbour porpoise","2005-03-30","Exact",56.21352386,-5.047712326,"U",NA,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-03-30,"03","30"
"M83/05","Cetacean","Harbour porpoise","Single",83,"Phocoena phocoena","Harbour porpoise","2005-03-31","Exact",56.26850128,-2.595745802,"U",120,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-03-31,"03","31"
"M90/05B","Cetacean","Harbour porpoise","Multiple",90,"Phocoena phocoena","Harbour porpoise","2005-04-06","Exact",56.20602417,-5.060017109,"U",NA,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-04-06,"04","06"
"M90/05C","Cetacean","Harbour porpoise","Multiple",90,"Phocoena phocoena","Harbour porpoise","2005-04-06","Exact",56.20602417,-5.060017109,"U",NA,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-04-06,"04","06"
"M87/05","Cetacean","Harbour porpoise","Single",87,"Phocoena phocoena","Harbour porpoise","2005-04-09","Exact",57.57816696,-4.117110729,"F",140,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-04-09,"04","09"
"M86/05","Cetacean","Harbour porpoise","Single",86,"Phocoena phocoena","Harbour porpoise","2005-04-10","Exact",55.94634247,-3.069561958,"U",130,TRUE,"Slight decomposition (code 2b)","not necropsied","2005","Modern",2005-04-10,"04","10"
"M89/05B","Cetacean","Harbour porpoise","Multiple",89,"Phocoena phocoena","Harbour porpoise","2005-04-12","Exact",56.23046875,-5.548520088,"U",120,TRUE,"alive- refloated (code 1)","not necropsied","2005","Modern",2005-04-12,"04","12"
"M89/05A","Cetacean","Harbour porpoise","Multiple",89,"Phocoena phocoena","Harbour porpoise","2005-04-12","Exact",56.23073959,-5.54782486,"M",110,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-04-12,"04","12"
"M88/05","Cetacean","Harbour porpoise","Single",88,"Phocoena phocoena","Harbour porpoise","2005-04-13","Exact",56.0293808,-3.469828367,"M",95,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-04-13,"04","13"
"M91/05","Cetacean","Harbour porpoise","Single",91,"Phocoena phocoena","Harbour porpoise","2005-04-19","Exact",58.64527512,-3.038877249,"U",70,TRUE,"unknown","not necropsied","2005","Modern",2005-04-19,"04","19"
"M93/05","Cetacean","Harbour porpoise","Single",93,"Phocoena phocoena","Harbour porpoise","2005-04-20","Exact",55.91584396,-2.150357962,"M",127,TRUE,"advanced decomposition (code 4)","sampled","2005","Modern",2005-04-20,"04","20"
"M100/05","Cetacean","Harbour porpoise","Single",100,"Phocoena phocoena","Harbour porpoise","2005-04-21","Exact",56.72015381,-2.442751884,"U",140,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-04-21,"04","21"
"M96/05","Cetacean","Harbour porpoise","Single",96,"Phocoena phocoena","Harbour porpoise","2005-04-22","Exact",57.17636871,-2.087622643,"U",110,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-04-22,"04","22"
"M97/05","Cetacean","Harbour porpoise","Single",97,"Phocoena phocoena","Harbour porpoise","2005-04-25","Exact",55.98337555,-3.240476847,"F",120,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-04-25,"04","25"
"M98/05","Cetacean","Harbour porpoise","Single",98,"Phocoena phocoena","Harbour porpoise","2005-04-25","Exact",56.07919312,-4.837770462,"U",NA,TRUE,"unknown","not necropsied","2005","Modern",2005-04-25,"04","25"
"M99/05","Cetacean","Harbour porpoise","Single",99,"Phocoena phocoena","Harbour porpoise","2005-04-25","Exact",54.77153778,-4.936731339,"U",140,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-04-25,"04","25"
"M224/05","Cetacean","Harbour porpoise","Single",224,"Phocoena phocoena","Harbour porpoise","2005-04-26","Exact",58.91772461,-3.210286379,"U",110,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-04-26,"04","26"
"M101/05","Cetacean","Harbour porpoise","Single",101,"Phocoena phocoena","Harbour porpoise","2005-04-26","Exact",57.86917114,-4.012773514,"U",120,TRUE,"moderate decomposition (code 3)","sampled","2005","Modern",2005-04-26,"04","26"
"M102/05","Cetacean","Harbour porpoise","Single",102,"Phocoena phocoena","Harbour porpoise","2005-04-27","Exact",55.75292969,-5.024427891,"M",146,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-04-27,"04","27"
"M104/05","Cetacean","Harbour porpoise","Single",104,"Phocoena phocoena","Harbour porpoise","2005-04-27","Exact",60.1855011,-1.403188944,"M",111,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2005","Modern",2005-04-27,"04","27"
"M108/05","Cetacean","Harbour porpoise","Single",108,"Phocoena phocoena","Harbour porpoise","2005-05-01","Exact",56.63726807,-2.503731728,"F",118,FALSE,"moderate decomposition (code 3)","necropsied","2005","Modern",2005-05-01,"05","01"
"M106/05","Cetacean","Harbour porpoise","Single",106,"Phocoena phocoena","Harbour porpoise","2005-05-01","Exact",57.75296402,-3.917233229,"F",116,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-05-01,"05","01"
"M109/05","Cetacean","Harbour porpoise","Single",109,"Phocoena phocoena","Harbour porpoise","2005-05-02","Exact",56.7742157,-2.395941496,"U",NA,TRUE,"unknown","not necropsied","2005","Modern",2005-05-02,"05","02"
"M107/05","Cetacean","Harbour porpoise","Single",107,"Phocoena phocoena","Harbour porpoise","2005-05-02","Exact",57.58722305,-4.112609386,"M",111,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-05-02,"05","02"
"M115/05","Cetacean","Harbour porpoise","Single",115,"Phocoena phocoena","Harbour porpoise","2005-05-06","Exact",60.25973511,-1.179574966,"M",107,FALSE,"moderate decomposition (code 3)","necropsied","2005","Modern",2005-05-06,"05","06"
"M113/05","Cetacean","Harbour porpoise","Single",113,"Phocoena phocoena","Harbour porpoise","2005-05-06","Exact",56.35649109,-2.770284653,"M",115,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2005","Modern",2005-05-06,"05","06"
"M118/05","Cetacean","Harbour porpoise","Single",118,"Phocoena phocoena","Harbour porpoise","2005-05-08","Exact",56.04824448,-2.622852325,"M",150,TRUE,"Slight decomposition (code 2b)","not necropsied","2005","Modern",2005-05-08,"05","08"
"M116/05","Cetacean","Harbour porpoise","Single",116,"Phocoena phocoena","Harbour porpoise","2005-05-08","Exact",56.77420807,-2.397564173,"U",140,TRUE,"Slight decomposition (code 2b)","not necropsied","2005","Modern",2005-05-08,"05","08"
"M117/05","Cetacean","Harbour porpoise","Single",117,"Phocoena phocoena","Harbour porpoise","2005-05-10","Exact",57.17728424,-2.077708483,"U",130,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-05-10,"05","10"
"M120/05","Cetacean","Harbour porpoise","Single",120,"Phocoena phocoena","Harbour porpoise","2005-05-17","Exact",57.67768478,-3.504067898,"F",113,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2005","Modern",2005-05-17,"05","17"
"M122/05A","Cetacean","Harbour porpoise","Single",122,"Phocoena phocoena","Harbour porpoise","2005-05-20","Exact",55.98557281,-4.843738079,"U",NA,TRUE,"unknown","not necropsied","2005","Modern",2005-05-20,"05","20"
"M124/05","Cetacean","Harbour porpoise","Single",124,"Phocoena phocoena","Harbour porpoise","2005-05-28","Exact",57.58635712,-4.110888481,"M",108,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-05-28,"05","28"
"M126/05","Cetacean","Harbour porpoise","Single",126,"Phocoena phocoena","Harbour porpoise","2005-05-30","Exact",54.97497559,-3.337318659,"U",120,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-05-30,"05","30"
"M127/05","Cetacean","Harbour porpoise","Single",127,"Phocoena phocoena","Harbour porpoise","2005-05-30","Exact",56.62919998,-2.500359774,"M",104,FALSE,"indeterminate (code 5)","necropsied","2005","Modern",2005-05-30,"05","30"
"M131/05","Cetacean","Harbour porpoise","Single",131,"Phocoena phocoena","Harbour porpoise","2005-05-31","Exact",56.72464752,-2.442800045,"U",100,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-05-31,"05","31"
"M132/05","Cetacean","Harbour porpoise","Single",132,"Phocoena phocoena","Harbour porpoise","2005-06-04","Exact",56.70211029,-2.462142944,"M",100,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-06-04,"06","04"
"M130/05","Cetacean","Harbour porpoise","Single",130,"Phocoena phocoena","Harbour porpoise","2005-06-04","Exact",57.48638916,-0.862390578,"F",144,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-06-04,"06","04"
"M128/05","Cetacean","Harbour porpoise","Single",128,"Phocoena phocoena","Harbour porpoise","2005-06-05","Exact",57.72034836,-3.30269146,"F",75,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2005","Modern",2005-06-05,"06","05"
"M133/05","Cetacean","Harbour porpoise","Single",133,"Phocoena phocoena","Harbour porpoise","2005-06-07","Exact",56.70213318,-2.457234621,"M",150,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-06-07,"06","07"
"M137/05","Cetacean","Harbour porpoise","Single",137,"Phocoena phocoena","Harbour porpoise","2005-06-10","Exact",57.21951294,-2.056266785,"M",152,FALSE,"moderate decomposition (code 3)","necropsied","2005","Modern",2005-06-10,"06","10"
"M138/05","Cetacean","Harbour porpoise","Single",138,"Phocoena phocoena","Harbour porpoise","2005-06-11","Exact",55.20861053,-4.893373013,"U",150,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-06-11,"06","11"
"M141/05","Cetacean","Harbour porpoise","Single",141,"Phocoena phocoena","Harbour porpoise","2005-06-11","Exact",54.87201309,-3.601968288,"U",NA,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-06-11,"06","11"
"M139/05","Cetacean","Harbour porpoise","Single",139,"Phocoena phocoena","Harbour porpoise","2005-06-12","Exact",54.9091568,-5.007606506,"U",90,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-06-12,"06","12"
"M145/05","Cetacean","Harbour porpoise","Single",145,"Phocoena phocoena","Harbour porpoise","2005-06-15","Exact",57.71706009,-3.272354841,"F",160,FALSE,"moderate decomposition (code 3)","necropsied","2005","Modern",2005-06-15,"06","15"
"M149/05","Cetacean","Harbour porpoise","Single",149,"Phocoena phocoena","Harbour porpoise","2005-06-18","Exact",56.63010025,-2.498747587,"U",110,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-06-18,"06","18"
"M150/05","Cetacean","Harbour porpoise","Single",150,"Phocoena phocoena","Harbour porpoise","2005-06-23","Exact",55.62966156,-4.76227808,"M",135,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2005","Modern",2005-06-23,"06","23"
"M159/05","Cetacean","Harbour porpoise","Single",159,"Phocoena phocoena","Harbour porpoise","2005-06-30","Exact",58.01554871,-3.83984828,"F",77,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-06-30,"06","30"
"M176/05","Cetacean","Harbour porpoise","Single",176,"Phocoena phocoena","Harbour porpoise","2005-07-04","Exact",54.92536163,-3.57755971,"U",160,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-07-04,"07","04"
"M162/05","Cetacean","Harbour porpoise","Single",162,"Phocoena phocoena","Harbour porpoise","2005-07-05","Exact",55.6958313,-4.894269466,"U",100,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-07-05,"07","05"
"M167/05","Cetacean","Harbour porpoise","Single",167,"Phocoena phocoena","Harbour porpoise","2005-07-09","Exact",57.69777679,-2.902562618,"M",150,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-07-09,"07","09"
"M170/05","Cetacean","Harbour porpoise","Single",170,"Phocoena phocoena","Harbour porpoise","2005-07-14","Exact",56.05862808,-2.696890116,"U",120,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-07-14,"07","14"
"M181/05","Cetacean","Harbour porpoise","Single",181,"Phocoena phocoena","Harbour porpoise","2005-07-18","Exact",55.56541443,-4.659411907,"U",130,TRUE,"advanced decomposition (code 4)","sampled","2005","Modern",2005-07-18,"07","18"
"M177/05","Cetacean","Harbour porpoise","Single",177,"Phocoena phocoena","Harbour porpoise","2005-07-18","Exact",54.89022446,-3.583976746,"U",80,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-07-18,"07","18"
"M184/05","Cetacean","Harbour porpoise","Single",184,"Phocoena phocoena","Harbour porpoise","2005-07-21","Exact",57.58722305,-4.112609386,"U",NA,TRUE,"alive- refloated (code 1)","not necropsied","2005","Modern",2005-07-21,"07","21"
"M186/05","Cetacean","Harbour porpoise","Single",186,"Phocoena phocoena","Harbour porpoise","2005-07-26","Exact",56.14020157,-3.094256878,"U",100,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-07-26,"07","26"
"M188/05","Cetacean","Harbour porpoise","Single",188,"Phocoena phocoena","Harbour porpoise","2005-07-26","Exact",56.53969955,-2.622764826,"F",84,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-07-26,"07","26"
"M194/05","Cetacean","Harbour porpoise","Single",194,"Phocoena phocoena","Harbour porpoise","2005-07-28","Exact",57.13146973,-2.059437513,"U",NA,TRUE,"unknown","not necropsied","2005","Modern",2005-07-28,"07","28"
"M193/05","Cetacean","Harbour porpoise","Single",193,"Phocoena phocoena","Harbour porpoise","2005-07-28","Exact",56.22745514,-5.59916687,"M",101,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-07-28,"07","28"
"M197/05","Cetacean","Harbour porpoise","Single",197,"Phocoena phocoena","Harbour porpoise","2005-07-31","Exact",56.06008911,-2.753133297,"M",117,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-07-31,"07","31"
"M199/05","Cetacean","Harbour porpoise","Single",199,"Phocoena phocoena","Harbour porpoise","2005-08-02","Exact",57.51803589,-4.217152119,"U",100,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-08-02,"08","02"
"M200/05","Cetacean","Harbour porpoise","Single",200,"Phocoena phocoena","Harbour porpoise","2005-08-02","Exact",57.47084427,-1.776559591,"U",90,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-08-02,"08","02"
"M207/05","Cetacean","Harbour porpoise","Single",207,"Phocoena phocoena","Harbour porpoise","2005-08-10","Exact",57.68623352,-2.744621754,"U",110,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-08-10,"08","10"
"M208/05","Cetacean","Harbour porpoise","Single",208,"Phocoena phocoena","Harbour porpoise","2005-08-11","Exact",58.61722565,-3.351396322,"F",125,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-08-11,"08","11"
"M220/05","Cetacean","Harbour porpoise","Single",220,"Phocoena phocoena","Harbour porpoise","2005-08-19","Exact",58.61094284,-3.351143122,"U",120,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-08-19,"08","19"
"M234/05","Cetacean","Harbour porpoise","Single",234,"Phocoena phocoena","Harbour porpoise","2005-08-29","Exact",55.47592545,-5.713933468,"M",143,FALSE,"moderate decomposition (code 3)","necropsied","2005","Modern",2005-08-29,"08","29"
"M239/05","Cetacean","Harbour porpoise","Single",239,"Phocoena phocoena","Harbour porpoise","2005-09-01","Exact",55.70278549,-4.904333591,"U",120,TRUE,"moderate decomposition (code 3)","not necropsied","2005","Modern",2005-09-01,"09","01"
"M235/05","Cetacean","Harbour porpoise","Single",235,"Phocoena phocoena","Harbour porpoise","2005-09-01","Exact",56.19986725,-4.748318195,"F",155,FALSE,"advanced decomposition (code 4)","necropsied","2005","Modern",2005-09-01,"09","01"
"M237/05","Cetacean","Harbour porpoise","Single",237,"Phocoena phocoena","Harbour porpoise","2005-09-02","Exact",55.63137817,-4.765574932,"F",146,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2005","Modern",2005-09-02,"09","02"
"M245/05","Cetacean","Harbour porpoise","Single",245,"Phocoena phocoena","Harbour porpoise","2005-09-16","Exact",56.31695557,-6.237026215,"M",153,FALSE,"Slight decomposition (code 2b)","necropsied","2005","Modern",2005-09-16,"09","16"
"M248/05","Cetacean","Harbour porpoise","Single",248,"Phocoena phocoena","Harbour porpoise","2005-09-21","Exact",54.97868729,-3.326501131,"U",130,TRUE,"advanced decomposition (code 4)","not necropsied","2005","Modern",2005-09-21,"09","21"
"M251/05","Cetacean","Harbour porpoise","Single",251,"Phocoena phocoena","Harbour porpoise","2005-09-27","Exact",55.53224182,-4.65557909,"U",120,TRUE,"unknown","not necropsied","2005","Modern",2005-09-27,"09","27"
