mreference,class_field,subclass,event,eventnumberinyear,speciesscientific,speciescommon,datefound,datecertainty,latitudewgs84,longitudewgs84,sex,length,lengthuncertain,conditionfound,examinationlevel,Year
M148/03,Cetacean,Harbour porpoise,Single,148,Phocoena phocoena,Harbour porpoise,2003-04-09,Exact,57.75209427,-3.915509701,M,112,FALSE,freshly dead- died on beach (code 2a),necropsied,2003
M149/03,Cetacean,Harbour porpoise,Single,149,Phocoena phocoena,Harbour porpoise,2003-04-10,Exact,57.67473221,-3.091446877,F,95,FALSE,Slight decomposition (code 2b),necropsied,2003
M150/03,Cetacean,Harbour porpoise,Single,150,Phocoena phocoena,Harbour porpoise,2003-04-11,Exact,57.67991638,-2.326945782,F,125,FALSE,freshly dead- died on beach (code 2a),necropsied,2003
M153/03,Cetacean,Harbour porpoise,Single,153,Phocoena phocoena,Harbour porpoise,2003-04-14,Exact,57.24197006,-2.043043613,U,100,TRUE,unknown,not necropsied,2003
M154/03B,Cetacean,Harbour porpoise,Single,154,Phocoena phocoena,Harbour porpoise,2003-04-14,Exact,55.99320602,-3.412345409,F,106,FALSE,moderate decomposition (code 3),necropsied,2003
M154/03A,Cetacean,Harbour porpoise,Single,154,Phocoena phocoena,Harbour porpoise,2003-04-14,Exact,55.99320602,-3.412345409,M,105,FALSE,moderate decomposition (code 3),necropsied,2003
M152/03,Cetacean,Harbour porpoise,Single,152,Phocoena phocoena,Harbour porpoise,2003-04-14,Exact,58.00918961,-3.84460187,M,138,FALSE,freshly dead- died on beach (code 2a),necropsied,2003
M156/03,Cetacean,Harbour porpoise,Single,156,Phocoena phocoena,Harbour porpoise,2003-04-19,Exact,57.69204712,-4.02140379,F,112,FALSE,advanced decomposition (code 4),necropsied,2003
M157/03,Cetacean,Harbour porpoise,Single,157,Phocoena phocoena,Harbour porpoise,2003-04-21,Exact,57.66379547,-3.610777855,U,NA,TRUE,unknown,not necropsied,2003
M161/03,Cetacean,Harbour porpoise,Single,161,Phocoena phocoena,Harbour porpoise,2003-04-26,Exact,56.20377731,-2.765612125,F,149,FALSE,Slight decomposition (code 2b),necropsied,2003
M165/03,Cetacean,Harbour porpoise,Single,165,Phocoena phocoena,Harbour porpoise,2003-04-30,Exact,56.32235718,-5.582206249,M,103,FALSE,freshly dead- died on beach (code 2a),necropsied,2003
M177/03,Cetacean,Harbour porpoise,Single,177,Phocoena phocoena,Harbour porpoise,2003-05-18,Exact,57.60565948,-1.82257545,F,165,FALSE,moderate decomposition (code 3),necropsied,2003
M179/03,Cetacean,Harbour porpoise,Single,179,Phocoena phocoena,Harbour porpoise,2003-05-20,Exact,56.03463745,-3.322368145,U,140,TRUE,moderate decomposition (code 3),not necropsied,2003
M178/03,Cetacean,Harbour porpoise,Single,178,Phocoena phocoena,Harbour porpoise,2003-05-20,Exact,57.66373444,-3.615799665,M,102,FALSE,advanced decomposition (code 4),necropsied,2003
M335/03,Cetacean,Harbour porpoise,Single,335,Phocoena phocoena,Harbour porpoise,2003-05-31,Exact,59.26822281,-2.485888958,U,NA,FALSE,freshly dead- died on beach (code 2a),not necropsied,2003
M195/03,Cetacean,Harbour porpoise,Single,195,Phocoena phocoena,Harbour porpoise,2003-06-13,Exact,55.22737503,-4.860137939,F,173,FALSE,Slight decomposition (code 2b),necropsied,2003
M197/03,Cetacean,Harbour porpoise,Single,197,Phocoena phocoena,Harbour porpoise,2003-06-14,Exact,55.66245651,-5.154212952,F,154,FALSE,Slight decomposition (code 2b),necropsied,2003
M205/03,Cetacean,Harbour porpoise,Single,205,Phocoena phocoena,Harbour porpoise,2003-06-18,Exact,57.58232117,-7.433525562,F,157,TRUE,unknown,sampled,2003
M210/03,Cetacean,Harbour porpoise,Single,210,Phocoena phocoena,Harbour porpoise,2003-06-26,Exact,55.94776917,-4.922661781,F,152,FALSE,moderate decomposition (code 3),necropsied,2003
M217/03,Cetacean,Harbour porpoise,Single,217,Phocoena phocoena,Harbour porpoise,2003-07-02,Exact,56.18095016,-2.823152304,F,150,FALSE,Slight decomposition (code 2b),necropsied,2003
M218/03,Cetacean,Harbour porpoise,Single,218,Phocoena phocoena,Harbour porpoise,2003-07-04,Exact,57.65515137,-1.899420857,M,161,FALSE,moderate decomposition (code 3),necropsied,2003
M230/03,Cetacean,Harbour porpoise,Single,230,Phocoena phocoena,Harbour porpoise,2003-07-16,Exact,56.09469223,-3.158864737,U,100,TRUE,indeterminate (code 5),not necropsied,2003
M229/03,Cetacean,Harbour porpoise,Single,229,Phocoena phocoena,Harbour porpoise,2003-07-16,Exact,56.64085388,-2.507032633,U,146,TRUE,advanced decomposition (code 4),not necropsied,2003
M234/03,Cetacean,Harbour porpoise,Single,234,Phocoena phocoena,Harbour porpoise,2003-07-17,Exact,57.71854019,-3.388244867,U,120,TRUE,advanced decomposition (code 4),not necropsied,2003
M237/03,Cetacean,Harbour porpoise,Single,237,Phocoena phocoena,Harbour porpoise,2003-07-19,Exact,54.85116577,-4.238271236,F,146,FALSE,advanced decomposition (code 4),necropsied,2003
M236/03,Cetacean,Harbour porpoise,Single,236,Phocoena phocoena,Harbour porpoise,2003-07-19,Exact,57.68026733,-4.027461052,M,65,FALSE,advanced decomposition (code 4),necropsied,2003
M244/03,Cetacean,Harbour porpoise,Single,244,Phocoena phocoena,Harbour porpoise,2003-08-08,Exact,55.89624786,-4.896381855,M,144,FALSE,moderate decomposition (code 3),necropsied,2003
M256/03,Cetacean,Harbour porpoise,Single,256,Phocoena phocoena,Harbour porpoise,2003-08-18,Exact,56.83473587,-2.272018433,M,140,TRUE,advanced decomposition (code 4),not necropsied,2003
M264/03,Cetacean,Harbour porpoise,Single,264,Phocoena phocoena,Harbour porpoise,2003-09-09,Exact,57.57403946,-4.095121861,F,97.5,FALSE,freshly dead- died on beach (code 2a),necropsied,2003
M266/03,Cetacean,Harbour porpoise,Single,266,Phocoena phocoena,Harbour porpoise,2003-09-12,Exact,56.75436401,-2.421898365,F,120,FALSE,advanced decomposition (code 4),necropsied,2003
M268/03,Cetacean,Harbour porpoise,Single,268,Phocoena phocoena,Harbour porpoise,2003-09-15,Exact,56.79145813,-2.335548401,M,117,FALSE,advanced decomposition (code 4),necropsied,2003
M284/03,Cetacean,Harbour porpoise,Single,284,Phocoena phocoena,Harbour porpoise,2003-10-05,Exact,56.66064453,-2.500776529,M,134,FALSE,advanced decomposition (code 4),necropsied,2003
M287/03,Cetacean,Harbour porpoise,Single,287,Phocoena phocoena,Harbour porpoise,2003-10-18,Exact,56.09825134,-3.162181139,F,98,FALSE,freshly dead- died on beach (code 2a),necropsied,2003
M290/03,Cetacean,Harbour porpoise,Single,290,Phocoena phocoena,Harbour porpoise,2003-10-26,Exact,57.72034836,-3.30269146,F,95,FALSE,moderate decomposition (code 3),necropsied,2003
M291/03,Cetacean,Harbour porpoise,Single,291,Phocoena phocoena,Harbour porpoise,2003-10-27,Exact,57.1503334,-2.077651739,F,109,FALSE,moderate decomposition (code 3),necropsied,2003
M294/03,Cetacean,Harbour porpoise,Single,294,Phocoena phocoena,Harbour porpoise,2003-10-29,Exact,57.87905884,-4.013338566,U,60,TRUE,unknown,not necropsied,2003
M303/03,Cetacean,Harbour porpoise,Single,303,Phocoena phocoena,Harbour porpoise,2003-11-09,Exact,56.6489296,-2.508773327,F,145,FALSE,Slight decomposition (code 2b),necropsied,2003
M307/03,Cetacean,Harbour porpoise,Single,307,Phocoena phocoena,Harbour porpoise,2003-11-11,Exact,55.91765976,-2.140766144,U,120,TRUE,advanced decomposition (code 4),not necropsied,2003
M311/03,Cetacean,Harbour porpoise,Single,311,Phocoena phocoena,Harbour porpoise,2003-11-22,Exact,54.7902565,-4.368684292,F,173,FALSE,moderate decomposition (code 3),necropsied,2003
M325/03,Cetacean,Harbour porpoise,Single,325,Phocoena phocoena,Harbour porpoise,2003-12-18,Exact,57.66670609,-2.516250849,U,130,TRUE,freshly dead- died on beach (code 2a),not necropsied,2003
M327/03,Cetacean,Harbour porpoise,Single,327,Phocoena phocoena,Harbour porpoise,2003-12-21,Exact,56.03820419,-3.325710297,U,120,TRUE,Slight decomposition (code 2b),not necropsied,2003
M330/03,Cetacean,Harbour porpoise,Single,330,Phocoena phocoena,Harbour porpoise,2003-12-26,Exact,58.46306229,-5.05659008,U,120,TRUE,Slight decomposition (code 2b),not necropsied,2003
M1/04,Cetacean,Harbour porpoise,Single,1,Phocoena phocoena,Harbour porpoise,2004-01-11,Exact,56.49520493,-2.711376429,M,138,FALSE,moderate decomposition (code 3),necropsied,2004
M3/04,Cetacean,Harbour porpoise,Single,3,Phocoena phocoena,Harbour porpoise,2004-01-14,Exact,55.98523331,-4.896630287,U,100,TRUE,advanced decomposition (code 4),not necropsied,2004
M8/04,Cetacean,Harbour porpoise,Single,8,Phocoena phocoena,Harbour porpoise,2004-01-22,Exact,58.96169281,-2.881461859,M,145,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M9/04,Cetacean,Harbour porpoise,Single,9,Phocoena phocoena,Harbour porpoise,2004-01-25,Exact,55.68042755,-4.861312389,M,104,FALSE,moderate decomposition (code 3),necropsied,2004
M12/04,Cetacean,Harbour porpoise,Single,12,Phocoena phocoena,Harbour porpoise,2004-01-27,Exact,55.33475876,-4.842635632,F,170,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M18/04,Cetacean,Harbour porpoise,Single,18,Phocoena phocoena,Harbour porpoise,2004-02-01,Exact,55.84279633,-5.061769009,U,150,TRUE,advanced decomposition (code 4),not necropsied,2004
M20/04,Cetacean,Harbour porpoise,Single,20,Phocoena phocoena,Harbour porpoise,2004-02-02,Exact,56.06284714,-6.250868797,U,NA,TRUE,unknown,not necropsied,2004
M25/04,Cetacean,Harbour porpoise,Single,25,Phocoena phocoena,Harbour porpoise,2004-02-04,Exact,55.63129425,-6.21985054,M,144,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M27/04,Cetacean,Harbour porpoise,Single,27,Phocoena phocoena,Harbour porpoise,2004-02-06,Exact,57.22438049,-5.636134148,M,125,FALSE,Slight decomposition (code 2b),necropsied,2004
M29/04,Cetacean,Harbour porpoise,Single,29,Phocoena phocoena,Harbour porpoise,2004-02-08,Exact,56.08524323,-5.542451859,F,111,FALSE,Slight decomposition (code 2b),necropsied,2004
M33/04,Cetacean,Harbour porpoise,Single,33,Phocoena phocoena,Harbour porpoise,2004-02-14,Exact,55.65173721,-5.668553352,F,121,FALSE,moderate decomposition (code 3),necropsied,2004
M35/04,Cetacean,Harbour porpoise,Single,35,Phocoena phocoena,Harbour porpoise,2004-02-23,Exact,55.82580566,-5.022102356,F,161,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M46/04,Cetacean,Harbour porpoise,Single,46,Phocoena phocoena,Harbour porpoise,2004-02-28,Exact,55.98526764,-3.230917692,U,100,TRUE,advanced decomposition (code 4),not necropsied,2004
M39/04,Cetacean,Harbour porpoise,Single,39,Phocoena phocoena,Harbour porpoise,2004-02-28,Exact,60.52460861,-1.178334951,M,150,FALSE,moderate decomposition (code 3),necropsied,2004
M38/04,Cetacean,Harbour porpoise,Single,38,Phocoena phocoena,Harbour porpoise,2004-02-29,Exact,57.68201828,-3.079939365,M,134,FALSE,moderate decomposition (code 3),necropsied,2004
M45/04,Cetacean,Harbour porpoise,Single,45,Phocoena phocoena,Harbour porpoise,2004-03-08,Exact,57.25724411,-2.034775972,M,140,FALSE,moderate decomposition (code 3),necropsied,2004
M48/04,Cetacean,Harbour porpoise,Single,48,Phocoena phocoena,Harbour porpoise,2004-03-09,Exact,55.98902893,-2.899211645,F,121,FALSE,moderate decomposition (code 3),necropsied,2004
M51/04,Cetacean,Harbour porpoise,Single,51,Phocoena phocoena,Harbour porpoise,2004-03-20,Exact,55.21014404,-4.904486656,F,149,FALSE,moderate decomposition (code 3),necropsied,2004
M52/04,Cetacean,Harbour porpoise,Single,52,Phocoena phocoena,Harbour porpoise,2004-03-23,Exact,57.71617889,-3.270632982,M,138,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M55/04,Cetacean,Harbour porpoise,Single,55,Phocoena phocoena,Harbour porpoise,2004-03-25,Exact,55.97451782,-2.4229877,F,151,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M54/04,Cetacean,Harbour porpoise,Single,54,Phocoena phocoena,Harbour porpoise,2004-03-25,Exact,57.14942932,-2.075985193,F,108,FALSE,advanced decomposition (code 4),necropsied,2004
M66/04,Cetacean,Harbour porpoise,Single,66,Phocoena phocoena,Harbour porpoise,2004-03-29,Exact,56.8149147,-5.119360924,U,140,TRUE,moderate decomposition (code 3),not necropsied,2004
M68/04,Cetacean,Harbour porpoise,Single,68,Phocoena phocoena,Harbour porpoise,2004-04-01,Exact,57.15661621,-2.077660322,M,110,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M77/04,Cetacean,Harbour porpoise,Single,77,Phocoena phocoena,Harbour porpoise,2004-04-03,Exact,56.67244339,-2.468303919,F,142,TRUE,advanced decomposition (code 4),not necropsied,2004
M69/04,Cetacean,Harbour porpoise,Single,69,Phocoena phocoena,Harbour porpoise,2004-04-04,Exact,59.9960022,-1.223746061,F,159,FALSE,Slight decomposition (code 2b),necropsied,2004
M71/04,Cetacean,Harbour porpoise,Single,71,Phocoena phocoena,Harbour porpoise,2004-04-05,Exact,57.1521225,-2.077656269,M,110,FALSE,Slight decomposition (code 2b),necropsied,2004
M73/04,Cetacean,Harbour porpoise,Single,73,Phocoena phocoena,Harbour porpoise,2004-04-06,Exact,56.79236221,-2.333925247,F,114,FALSE,moderate decomposition (code 3),necropsied,2004
M74/04,Cetacean,Harbour porpoise,Single,74,Phocoena phocoena,Harbour porpoise,2004-04-07,Exact,56.74264908,-2.431576967,M,115,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M76/04,Cetacean,Harbour porpoise,Single,76,Phocoena phocoena,Harbour porpoise,2004-04-10,Exact,57.66672516,-2.511213064,F,104,FALSE,moderate decomposition (code 3),necropsied,2004
M78/04,Cetacean,Harbour porpoise,Single,78,Phocoena phocoena,Harbour porpoise,2004-04-12,Exact,56.2007637,-4.748390675,U,NA,TRUE,unknown,not necropsied,2004
M79/04,Cetacean,Harbour porpoise,Single,79,Phocoena phocoena,Harbour porpoise,2004-04-14,Exact,57.38813019,-5.600740433,F,104,FALSE,advanced decomposition (code 4),necropsied,2004
M82/04,Cetacean,Harbour porpoise,Single,82,Phocoena phocoena,Harbour porpoise,2004-04-18,Exact,57.26564026,-5.791215897,U,120,TRUE,indeterminate (code 5),not necropsied,2004
M81/04,Cetacean,Harbour porpoise,Single,81,Phocoena phocoena,Harbour porpoise,2004-04-18,Exact,56.7633667,-2.41545105,M,115,FALSE,Slight decomposition (code 2b),necropsied,2004
M83/04,Cetacean,Harbour porpoise,Single,83,Phocoena phocoena,Harbour porpoise,2004-04-18,Exact,57.26564026,-5.791215897,U,120,TRUE,indeterminate (code 5),not necropsied,2004
M86/04,Cetacean,Harbour porpoise,Single,86,Phocoena phocoena,Harbour porpoise,2004-04-22,Exact,55.94390869,-4.933574677,F,114,FALSE,moderate decomposition (code 3),necropsied,2004
M85/04,Cetacean,Harbour porpoise,Single,85,Phocoena phocoena,Harbour porpoise,2004-04-22,Exact,56.36695862,-2.819064617,U,NA,TRUE,advanced decomposition (code 4),not necropsied,2004
M88/04,Cetacean,Harbour porpoise,Single,88,Phocoena phocoena,Harbour porpoise,2004-04-25,Exact,57.70362854,-4.136173248,M,102,FALSE,moderate decomposition (code 3),necropsied,2004
M91/04,Cetacean,Harbour porpoise,Single,91,Phocoena phocoena,Harbour porpoise,2004-05-01,Exact,57.14942932,-2.077640772,M,106,FALSE,Slight decomposition (code 2b),necropsied,2004
M93/04,Cetacean,Harbour porpoise,Single,93,Phocoena phocoena,Harbour porpoise,2004-05-01,Exact,55.85356522,-5.062613487,F,147,FALSE,Slight decomposition (code 2b),necropsied,2004
M100/04,Cetacean,Harbour porpoise,Single,100,Phocoena phocoena,Harbour porpoise,2004-05-07,Exact,56.01749802,-4.90064764,M,125,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M99/04,Cetacean,Harbour porpoise,Single,99,Phocoena phocoena,Harbour porpoise,2004-05-11,Exact,57.57844543,-4.100402355,F,118,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M101/04,Cetacean,Harbour porpoise,Single,101,Phocoena phocoena,Harbour porpoise,2004-05-14,Exact,57.58586121,-3.916804075,F,126,FALSE,Slight decomposition (code 2b),necropsied,2004
M103/04,Cetacean,Harbour porpoise,Single,103,Phocoena phocoena,Harbour porpoise,2004-05-19,Exact,57.69942093,-3.489860058,U,130,TRUE,advanced decomposition (code 4),not necropsied,2004
M106/04,Cetacean,Harbour porpoise,Single,106,Phocoena phocoena,Harbour porpoise,2004-05-26,Exact,57.71332932,-2.862669706,U,140,TRUE,advanced decomposition (code 4),not necropsied,2004
M110/04,Cetacean,Harbour porpoise,Single,110,Phocoena phocoena,Harbour porpoise,2004-05-31,Exact,55.48338318,-4.62855196,F,113,FALSE,moderate decomposition (code 3),necropsied,2004
M114/04,Cetacean,Harbour porpoise,Single,114,Phocoena phocoena,Harbour porpoise,2004-06-01,Exact,56.19534302,-4.749615669,F,128,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M116/04,Cetacean,Harbour porpoise,Single,116,Phocoena phocoena,Harbour porpoise,2004-06-02,Exact,56.65435028,-2.500696659,M,151,FALSE,Slight decomposition (code 2b),necropsied,2004
M265/04,Cetacean,Harbour porpoise,Single,265,Phocoena phocoena,Harbour porpoise,2004-06-03,Exact,58.95638275,-2.994325876,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2004
M117/04,Cetacean,Harbour porpoise,Single,117,Phocoena phocoena,Harbour porpoise,2004-06-03,Exact,57.70602798,-2.879273653,U,140,TRUE,advanced decomposition (code 4),not necropsied,2004
M120/04,Cetacean,Harbour porpoise,Single,120,Phocoena phocoena,Harbour porpoise,2004-06-08,Exact,57.74845123,-3.918684959,M,103,FALSE,moderate decomposition (code 3),necropsied,2004
M121/04,Cetacean,Harbour porpoise,Single,121,Phocoena phocoena,Harbour porpoise,2004-06-14,Exact,55.45425034,-4.645591259,U,70,TRUE,Slight decomposition (code 2b),not necropsied,2004
M122/04,Cetacean,Harbour porpoise,Single,122,Phocoena phocoena,Harbour porpoise,2004-06-15,Exact,55.66039276,-6.262756824,M,72,FALSE,Slight decomposition (code 2b),necropsied,2004
M128/04,Cetacean,Harbour porpoise,Single,128,Phocoena phocoena,Harbour porpoise,2004-06-22,Exact,55.98996353,-2.894423962,M,80.5,FALSE,Slight decomposition (code 2b),necropsied,2004
M127/04,Cetacean,Harbour porpoise,Single,127,Phocoena phocoena,Harbour porpoise,2004-06-23,Exact,55.59149551,-5.151696205,F,118,FALSE,freshly dead- died on beach (code 2a),necropsied,2004
M173/04,Cetacean,Harbour porpoise,Single,173,Phocoena phocoena,Harbour porpoise,2004-06-30,Exact,55.77396774,-4.93514204,M,75,TRUE,unknown,not necropsied,2004
M174/04,Cetacean,Harbour porpoise,Single,174,Phocoena phocoena,Harbour porpoise,2004-07-03,Exact,55.75078964,-4.927034378,M,70,TRUE,unknown,not necropsied,2004
M135/04,Cetacean,Harbour porpoise,Single,135,Phocoena phocoena,Harbour porpoise,2004-07-05,Exact,56.17850876,-5.082005024,F,122,FALSE,moderate decomposition (code 3),necropsied,2004
M141/04,Cetacean,Harbour porpoise,Single,141,Phocoena phocoena,Harbour porpoise,2004-07-13,Exact,57.68442154,-2.74624753,U,120,TRUE,advanced decomposition (code 4),not necropsied,2004
M143/04,Cetacean,Harbour porpoise,Single,143,Phocoena phocoena,Harbour porpoise,2004-07-13,Exact,55.78517151,-6.34662056,U,90,TRUE,advanced decomposition (code 4),not necropsied,2004
M146/04,Cetacean,Harbour porpoise,Single,146,Phocoena phocoena,Harbour porpoise,2004-07-14,Exact,57.67269516,-2.33861804,F,122,FALSE,Slight decomposition (code 2b),necropsied,2004
M154/04,Cetacean,Harbour porpoise,Single,154,Phocoena phocoena,Harbour porpoise,2004-07-21,Exact,58.61815262,-3.347989559,U,100,TRUE,advanced decomposition (code 4),not necropsied,2004
M152/04,Cetacean,Harbour porpoise,Single,152,Phocoena phocoena,Harbour porpoise,2004-07-21,Exact,57.69315338,-4.008048058,U,120,TRUE,Slight decomposition (code 2b),not necropsied,2004
M153/04,Cetacean,Harbour porpoise,Single,153,Phocoena phocoena,Harbour porpoise,2004-07-23,Exact,56.55426407,-2.583966494,M,86,TRUE,advanced decomposition (code 4),not necropsied,2004
M175/04,Cetacean,Harbour porpoise,Single,175,Phocoena phocoena,Harbour porpoise,2004-08-06,Exact,56.00534439,-3.525056839,U,150,TRUE,advanced decomposition (code 4),not necropsied,2004
M171/04,Cetacean,Harbour porpoise,Single,171,Phocoena phocoena,Harbour porpoise,2004-08-08,Exact,56.00482559,-5.461271286,M,118,FALSE,moderate decomposition (code 3),necropsied,2004
