mreference,class_field,subclass,event,eventnumberinyear,speciesscientific,speciescommon,datefound,datecertainty,latitudewgs84,longitudewgs84,sex,length,lengthuncertain,conditionfound,examinationlevel,Year
M319/13,Cetacean,Harbour porpoise,Single,319,Phocoena phocoena,Harbour porpoise,2013-10-11,Exact,56.03111111,-5.592777778,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2013
M326/13,Cetacean,Harbour porpoise,Single,326,Phocoena phocoena,Harbour porpoise,2013-10-18,Exact,56.11944444,-3.141388889,F,150,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2013
M343/13,Cetacean,Harbour porpoise,Single,343,Phocoena phocoena,Harbour porpoise,2013-11-14,Exact,56.21166667,-5.5875,F,119,TRUE,freshly dead- died on beach (code 2a),necropsied,2013
M370/13,Cetacean,Harbour porpoise,Single,370,Phocoena phocoena,Harbour porpoise,2013-11-22,Exact,57.05277778,-6.349444444,U,80,TRUE,unknown,not necropsied,2013
M373/13,Cetacean,Harbour porpoise,Single,373,Phocoena phocoena,Harbour porpoise,2013-12-07,Exact,55.18,-4.928333333,F,100,TRUE,Slight decomposition (code 2b),necropsied,2013
M375/13,Cetacean,Harbour porpoise,Single,375,Phocoena phocoena,Harbour porpoise,2013-12-08,Exact,57.38444444,-6.078888889,U,152,TRUE,moderate decomposition (code 3),not necropsied,2013
M377/13,Cetacean,Harbour porpoise,Single,377,Phocoena phocoena,Harbour porpoise,2013-12-10,Exact,57.73,-5.696111111,M,152,TRUE,Slight decomposition (code 2b),necropsied,2013
M396/13,Cetacean,Harbour porpoise,Single,396,Phocoena phocoena,Harbour porpoise,2013-12-30,Exact,55.7625,-4.857777778,F,115,TRUE,freshly dead- died on beach (code 2a),necropsied,2013
M12/14,Cetacean,Harbour porpoise,Single,12,Phocoena phocoena,Harbour porpoise,2014-01-11,Exact,56.28794861,-6.243519306,U,100,TRUE,unknown,not necropsied,2014
M14/14,Cetacean,Harbour porpoise,Single,14,Phocoena phocoena,Harbour porpoise,2014-01-15,Exact,55.78285217,-6.46130228,U,121,TRUE,moderate decomposition (code 3),not necropsied,2014
M16/14,Cetacean,Harbour porpoise,Single,16,Phocoena phocoena,Harbour porpoise,2014-01-20,Exact,56.51794815,-2.659790516,U,100,FALSE,moderate decomposition (code 3),not necropsied,2014
M24/14,Cetacean,Harbour porpoise,Single,24,Phocoena phocoena,Harbour porpoise,2014-01-26,Exact,55.44063568,-5.109600544,U,NA,FALSE,unknown,not necropsied,2014
M25/14,Cetacean,Harbour porpoise,Single,25,Phocoena phocoena,Harbour porpoise,2014-01-26,Exact,57.75673676,-3.90567112,M,121,TRUE,moderate decomposition (code 3),not necropsied,2014
M29/14,Cetacean,Harbour porpoise,Single,29,Phocoena phocoena,Harbour porpoise,2014-02-01,Exact,56.528862,-2.633978844,F,115,FALSE,Slight decomposition (code 2b),not necropsied,2014
M27/14,Cetacean,Harbour porpoise,Single,27,Phocoena phocoena,Harbour porpoise,2014-02-02,Exact,57.93851471,-4.003147602,M,144,TRUE,Slight decomposition (code 2b),necropsied,2014
M28/14,Cetacean,Harbour porpoise,Single,28,Phocoena phocoena,Harbour porpoise,2014-02-03,Exact,57.97413254,-3.966244936,M,127,FALSE,Slight decomposition (code 2b),necropsied,2014
M31/14,Cetacean,Harbour porpoise,Single,31,Phocoena phocoena,Harbour porpoise,2014-02-06,Exact,56.54512787,-2.614727736,U,140,TRUE,moderate decomposition (code 3),not necropsied,2014
M34/14,Cetacean,Harbour porpoise,Single,34,Phocoena phocoena,Harbour porpoise,2014-02-10,Exact,56.21023178,-2.738328218,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2014
M33/14,Cetacean,Harbour porpoise,Single,33,Phocoena phocoena,Harbour porpoise,2014-02-10,Exact,56.22211456,-2.703078985,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M38.2/14,Cetacean,Harbour porpoise,Multiple,38,Phocoena phocoena,Harbour porpoise,2014-02-16,Exact,56.77330399,-2.399201393,M,109,FALSE,Slight decomposition (code 2b),necropsied,2014
M38.1/14,Cetacean,Harbour porpoise,Multiple,38,Phocoena phocoena,Harbour porpoise,2014-02-16,Exact,56.77330399,-2.399201393,M,95,FALSE,Slight decomposition (code 2b),necropsied,2014
M39/14,Cetacean,Harbour porpoise,Single,39,Phocoena phocoena,Harbour porpoise,2014-02-16,Unknown,54.87207031,-3.597299814,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2014
M40/14,Cetacean,Harbour porpoise,Single,40,Phocoena phocoena,Harbour porpoise,2014-02-17,Exact,56.55426407,-2.583966494,M,149,FALSE,freshly dead- died on beach (code 2a),necropsied,2014
M42/14,Cetacean,Harbour porpoise,Single,42,Phocoena phocoena,Harbour porpoise,2014-02-19,Exact,58.48164368,-4.666993141,M,152,TRUE,Slight decomposition (code 2b),not necropsied,2014
M43/14,Cetacean,Harbour porpoise,Single,43,Phocoena phocoena,Harbour porpoise,2014-02-19,Exact,57.6913147,-3.491212845,F,120,FALSE,moderate decomposition (code 3),not necropsied,2014
M44/14,Cetacean,Harbour porpoise,Single,44,Phocoena phocoena,Harbour porpoise,2014-02-20,Exact,56.23762894,-2.659809351,F,148,FALSE,moderate decomposition (code 3),not necropsied,2014
M48/14,Cetacean,Harbour porpoise,Single,48,Phocoena phocoena,Harbour porpoise,2014-02-24,Exact,55.61171722,-5.683884144,M,147,FALSE,Slight decomposition (code 2b),not necropsied,2014
M50/14,Cetacean,Harbour porpoise,Single,50,Phocoena phocoena,Harbour porpoise,2014-02-28,Exact,56.82751465,-2.289984465,U,121,TRUE,moderate decomposition (code 3),not necropsied,2014
M52/14,Cetacean,Harbour porpoise,Single,52,Phocoena phocoena,Harbour porpoise,2014-03-02,Exact,58.31375122,-6.74025774,M,NA,FALSE,moderate decomposition (code 3),not necropsied,2014
M54/14,Cetacean,Harbour porpoise,Single,54,Phocoena phocoena,Harbour porpoise,2014-03-09,Exact,56.01470184,-4.788111687,M,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2014
M62/14,Cetacean,Harbour porpoise,Single,62,Phocoena phocoena,Harbour porpoise,2014-03-09,Exact,55.98522186,-4.819656849,U,150,TRUE,advanced decomposition (code 4),not necropsied,2014
M55/14,Cetacean,Harbour porpoise,Single,55,Phocoena phocoena,Harbour porpoise,2014-03-09,Exact,55.69411087,-4.890960693,M,140,FALSE,freshly dead-slight decomposition (code 2a-2b),necropsied,2014
M58/14,Cetacean,Harbour porpoise,Single,58,Phocoena phocoena,Harbour porpoise,2014-03-10,Exact,57.6592865,-3.680981398,U,100,TRUE,advanced decomposition (code 4),not necropsied,2014
M59/14,Cetacean,Harbour porpoise,Single,59,Phocoena phocoena,Harbour porpoise,2014-03-10,Exact,57.41077423,-1.85514307,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2014
M69/14,Cetacean,Harbour porpoise,Single,69,Phocoena phocoena,Harbour porpoise,2014-03-22,Exact,57.16739655,-2.079329967,F,95,FALSE,moderate decomposition (code 3),sampled,2014
M68/14,Cetacean,Harbour porpoise,Single,68,Phocoena phocoena,Harbour porpoise,2014-03-22,Exact,55.24255753,-4.864368439,F,102,FALSE,freshly dead- died on beach (code 2a),necropsied,2014
M74/14,Cetacean,Harbour porpoise,Single,74,Phocoena phocoena,Harbour porpoise,2014-03-23,Exact,56.0364151,-3.324039221,F,127,TRUE,moderate decomposition (code 3),not necropsied,2014
M91/14,Cetacean,Harbour porpoise,Single,91,Phocoena phocoena,Harbour porpoise,2014-03-27,Exact,56.00961304,-3.392095327,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2014
M79.2/14,Cetacean,Harbour porpoise,Multiple,79,Phocoena phocoena,Harbour porpoise,2014-03-30,Exact,57.19704819,-2.069473028,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M78/14,Cetacean,Harbour porpoise,Single,78,Phocoena phocoena,Harbour porpoise,2014-03-30,Exact,55.28906631,-4.836213112,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2014
M80/14,Cetacean,Harbour porpoise,Single,80,Phocoena phocoena,Harbour porpoise,2014-03-30,Exact,55.66891479,-5.665397167,U,100,TRUE,advanced decomposition (code 4),not necropsied,2014
M79.1/14,Cetacean,Harbour porpoise,Multiple,79,Phocoena phocoena,Harbour porpoise,2014-03-30,Exact,57.19704819,-2.069473028,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2014
M81/14,Cetacean,Harbour porpoise,Single,81,Phocoena phocoena,Harbour porpoise,2014-03-31,Exact,55.59545135,-5.471158504,M,135,FALSE,Slight decomposition (code 2b),sampled,2014
M84/14,Cetacean,Harbour porpoise,Single,84,Phocoena phocoena,Harbour porpoise,2014-04-03,Exact,56.75666667,-2.422777778,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M85/14,Cetacean,Harbour porpoise,Single,85,Phocoena phocoena,Harbour porpoise,2014-04-03,Exact,55.99780655,-3.479855537,M,116,FALSE,advanced decomposition (code 4),sampled,2014
M87/14,Cetacean,Harbour porpoise,Single,87,Phocoena phocoena,Harbour porpoise,2014-04-06,Exact,55.76517487,-5.349085331,F,135,FALSE,Slight decomposition (code 2b),sampled,2014
M92/14,Cetacean,Harbour porpoise,Single,92,Phocoena phocoena,Harbour porpoise,2014-04-07,Exact,54.7214241,-4.964158535,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2014
M90/14,Cetacean,Harbour porpoise,Single,90,Phocoena phocoena,Harbour porpoise,2014-04-08,Exact,56.003582,-3.521770954,F,114,FALSE,moderate decomposition (code 3),sampled,2014
M95/14,Cetacean,Harbour porpoise,Single,95,Phocoena phocoena,Harbour porpoise,2014-04-15,Exact,56.66872025,-6.539498329,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2014
M100/14,Cetacean,Harbour porpoise,Single,100,Phocoena phocoena,Harbour porpoise,2014-04-22,Exact,56.04359818,-3.555465221,U,NA,FALSE,indeterminate (code 5),not necropsied,2014
M102/14,Cetacean,Harbour porpoise,Single,102,Phocoena phocoena,Harbour porpoise,2014-04-22,Exact,55.9487915,-3.096854448,U,NA,FALSE,indeterminate (code 5),not necropsied,2014
M103/14,Cetacean,Harbour porpoise,Single,103,Phocoena phocoena,Harbour porpoise,2014-04-27,Exact,55.99775314,-3.484674692,M,101,TRUE,advanced decomposition (code 4),sampled,2014
M109/14,Cetacean,Harbour porpoise,Single,109,Phocoena phocoena,Harbour porpoise,2014-05-05,Exact,57.65663528,-3.608776093,F,118,FALSE,moderate-advanced decomposition (code 3-4),sampled,2014
M115/14,Cetacean,Harbour porpoise,Single,115,Phocoena phocoena,Harbour porpoise,2014-05-12,Unknown,60.2688179,-1.197423458,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M116/14,Cetacean,Harbour porpoise,Single,116,Phocoena phocoena,Harbour porpoise,2014-05-12,Unknown,60.21049118,-1.370252967,U,NA,FALSE,indeterminate (code 5),not necropsied,2014
M125/14,Cetacean,Harbour porpoise,Single,125,Phocoena phocoena,Harbour porpoise,2014-05-25,Exact,56.19225693,-2.995812178,U,NA,FALSE,advanced decomposition (code 4),sampled,2014
M133/14,Cetacean,Harbour porpoise,Single,133,Phocoena phocoena,Harbour porpoise,2014-06-04,Exact,58.02452469,-3.84031415,M,118,FALSE,moderate decomposition (code 3),sampled,2014
M134/14,Cetacean,Harbour porpoise,Single,134,Phocoena phocoena,Harbour porpoise,2014-06-04,Exact,55.93606949,-4.559859276,F,144,FALSE,freshly dead- died on beach (code 2a),necropsied,2014
M132/14,Cetacean,Harbour porpoise,Single,132,Phocoena phocoena,Harbour porpoise,2014-06-05,Exact,57.58805084,-3.890147924,U,90,TRUE,indeterminate (code 5),not necropsied,2014
M138/14,Cetacean,Harbour porpoise,Single,138,Phocoena phocoena,Harbour porpoise,2014-06-10,Exact,57.69460297,-4.02993679,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M139/14,Cetacean,Harbour porpoise,Single,139,Phocoena phocoena,Harbour porpoise,2014-06-11,Exact,55.31045914,-5.654292583,M,77,FALSE,moderate decomposition (code 3),sampled,2014
M141/14,Cetacean,Harbour porpoise,Single,141,Phocoena phocoena,Harbour porpoise,2014-06-13,Exact,57.68296432,-2.687525034,M,60,TRUE,Slight decomposition (code 2b),not necropsied,2014
M142/14,Cetacean,Harbour porpoise,Single,142,Phocoena phocoena,Harbour porpoise,2014-06-15,Exact,58.37130356,-6.542541504,U,60,TRUE,moderate decomposition (code 3),not necropsied,2014
M147/14,Cetacean,Harbour porpoise,Single,147,Phocoena phocoena,Harbour porpoise,2014-06-16,Exact,58.36991882,-6.215426922,F,165,FALSE,freshly dead- died on beach (code 2a),necropsied,2014
M149/14,Cetacean,Harbour porpoise,Single,149,Phocoena phocoena,Harbour porpoise,2014-06-17,Exact,58.09672928,-6.499008656,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M150/14,Cetacean,Harbour porpoise,Single,150,Phocoena phocoena,Harbour porpoise,2014-06-20,Exact,57.2743988,-5.739005089,M,85,FALSE,moderate decomposition (code 3),not necropsied,2014
M155/14,Cetacean,Harbour porpoise,Single,155,Phocoena phocoena,Harbour porpoise,2014-06-21,Exact,57.29944992,-7.398273945,U,121,TRUE,moderate decomposition (code 3),not necropsied,2014
M157/14,Cetacean,Harbour porpoise,Single,157,Phocoena phocoena,Harbour porpoise,2014-06-24,Exact,55.46053314,-4.646012306,F,165,FALSE,freshly dead- died on beach (code 2a),necropsied,2014
M158/14,Cetacean,Harbour porpoise,Single,158,Phocoena phocoena,Harbour porpoise,2014-06-24,Exact,57.69304657,-4.01473856,F,130,FALSE,moderate decomposition (code 3),necropsied,2014
M175/14,Cetacean,Harbour porpoise,Single,175,Phocoena phocoena,Harbour porpoise,2014-06-30,Exact,56.32162476,-5.988304138,U,150,FALSE,indeterminate (code 5),not necropsied,2014
M169/14,Cetacean,Harbour porpoise,Single,169,Phocoena phocoena,Harbour porpoise,2014-07-01,Exact,57.28199387,-5.633533478,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M173/14,Cetacean,Harbour porpoise,Single,173,Phocoena phocoena,Harbour porpoise,2014-07-03,Exact,55.53137589,-4.65393734,U,60,TRUE,Slight decomposition (code 2b),not necropsied,2014
M189/14,Cetacean,Harbour porpoise,Single,189,Phocoena phocoena,Harbour porpoise,2014-07-17,Exact,55.99884796,-4.852722645,U,81,TRUE,moderate decomposition (code 3),not necropsied,2014
M190/14,Cetacean,Harbour porpoise,Single,190,Phocoena phocoena,Harbour porpoise,2014-07-17,Exact,55.8864975,-4.966031075,U,91,TRUE,advanced decomposition (code 4),not necropsied,2014
M191/14,Cetacean,Harbour porpoise,Single,191,Phocoena phocoena,Harbour porpoise,2014-07-20,Exact,55.64907837,-4.817687988,M,72.5,FALSE,freshly dead- died on beach (code 2a),necropsied,2014
M207/14,Cetacean,Harbour porpoise,Single,207,Phocoena phocoena,Harbour porpoise,2014-08-04,Exact,56.19644165,-2.789646626,U,150,TRUE,advanced decomposition (code 4),not necropsied,2014
M215/14,Cetacean,Harbour porpoise,Single,215,Phocoena phocoena,Harbour porpoise,2014-08-08,Exact,56.97232056,-2.199005842,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2014
M218/14,Cetacean,Harbour porpoise,Single,218,Phocoena phocoena,Harbour porpoise,2014-08-11,Exact,57.17715073,-7.416840553,U,136,FALSE,advanced decomposition (code 4),not necropsied,2014
M227/14,Cetacean,Harbour porpoise,Single,227,Phocoena phocoena,Harbour porpoise,2014-08-14,Exact,55.47143936,-5.713513374,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M228/14,Cetacean,Harbour porpoise,Single,228,Phocoena phocoena,Harbour porpoise,2014-08-17,Exact,57.70232773,-7.212824345,U,NA,FALSE,alive- refloated (code 1),not necropsied,2014
M235/14,Cetacean,Harbour porpoise,Single,235,Phocoena phocoena,Harbour porpoise,2014-08-19,Exact,55.9522438,-3.008864403,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2014
M237/14,Cetacean,Harbour porpoise,Single,237,Phocoena phocoena,Harbour porpoise,2014-08-20,Exact,55.65187836,-5.38233757,M,133,FALSE,Slight decomposition (code 2b),sampled,2014
M240/14,Cetacean,Harbour porpoise,Single,240,Phocoena phocoena,Harbour porpoise,2014-08-20,Exact,56.51522064,-5.808584213,F,162,FALSE,Slight decomposition (code 2b),sampled,2014
M264/14,Cetacean,Harbour porpoise,Single,264,Phocoena phocoena,Harbour porpoise,2014-09-17,Exact,56.36071014,-2.812446356,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M268/14,Cetacean,Harbour porpoise,Single,268,Phocoena phocoena,Harbour porpoise,2014-09-19,Exact,56.62027359,-6.06871891,F,161,FALSE,Slight decomposition (code 2b),sampled,2014
M275/14,Cetacean,Harbour porpoise,Single,275,Phocoena phocoena,Harbour porpoise,2014-09-24,Exact,58.14051437,-6.404203415,F,150,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2014
M279/14,Cetacean,Harbour porpoise,Single,279,Phocoena phocoena,Harbour porpoise,2014-09-27,Exact,58.47581863,-5.086865425,F,76,TRUE,moderate decomposition (code 3),sampled,2014
M284/14,Cetacean,Harbour porpoise,Single,284,Phocoena phocoena,Harbour porpoise,2014-10-02,Exact,54.80780792,-4.961145401,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2014
M307/14,Cetacean,Harbour porpoise,Single,307,Phocoena phocoena,Harbour porpoise,2014-10-15,Exact,56.03484344,-2.606585741,M,148,TRUE,Slight decomposition (code 2b),necropsied,2014
M308/14,Cetacean,Harbour porpoise,Single,308,Phocoena phocoena,Harbour porpoise,2014-10-15,Exact,58.35692596,-6.200185299,U,NA,FALSE,unknown,not necropsied,2014
M312/14,Cetacean,Harbour porpoise,Single,312,Phocoena phocoena,Harbour porpoise,2014-10-21,Exact,56.36161041,-2.812474489,U,NA,FALSE,indeterminate (code 5),not necropsied,2014
M505/14,Cetacean,Harbour porpoise,Single,505,Phocoena phocoena,Harbour porpoise,2014-10-24,Exact,55.81,-6.458055556,M,NA,FALSE,moderate decomposition (code 3),not necropsied,2014
M319/14,Cetacean,Harbour porpoise,Single,319,Phocoena phocoena,Harbour porpoise,2014-10-27,Exact,58.19891357,-5.340293407,M,154,TRUE,Slight decomposition (code 2b),necropsied,2014
M344/14,Cetacean,Harbour porpoise,Single,344,Phocoena phocoena,Harbour porpoise,2014-11-14,Exact,58.49000168,-6.228111744,U,91,FALSE,advanced decomposition (code 4),not necropsied,2014
M356/14,Cetacean,Harbour porpoise,Single,356,Phocoena phocoena,Harbour porpoise,2014-11-20,Exact,55.47026825,-5.540865898,M,140,FALSE,advanced decomposition (code 4),not necropsied,2014
M355/14,Cetacean,Harbour porpoise,Single,355,Phocoena phocoena,Harbour porpoise,2014-11-20,Exact,58.27351379,-6.221020699,M,134,FALSE,moderate decomposition (code 3),necropsied,2014
M366/14,Cetacean,Harbour porpoise,Single,366,Phocoena phocoena,Harbour porpoise,2014-11-23,Exact,57.93117142,-4.012863636,M,155,TRUE,moderate decomposition (code 3),not necropsied,2014
M379/14,Cetacean,Harbour porpoise,Single,379,Phocoena phocoena,Harbour porpoise,2014-11-30,Exact,57.70996857,-3.431542397,F,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M381/14,Cetacean,Harbour porpoise,Single,381,Phocoena phocoena,Harbour porpoise,2014-11-30,Exact,57.16919327,-2.079334736,F,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M380/14,Cetacean,Harbour porpoise,Single,380,Phocoena phocoena,Harbour porpoise,2014-11-30,Exact,57.05687714,-2.108776331,M,133,FALSE,moderate decomposition (code 3),sampled,2014
M399/14,Cetacean,Harbour porpoise,Single,399,Phocoena phocoena,Harbour porpoise,2014-11-30,Unknown,60.14116669,-1.173511863,M,NA,FALSE,advanced decomposition (code 4),not necropsied,2014
M400/14,Cetacean,Harbour porpoise,Single,400,Phocoena phocoena,Harbour porpoise,2014-11-30,Unknown,60.3530426,-1.168169737,U,NA,FALSE,unknown,not necropsied,2014
M390/14,Cetacean,Harbour porpoise,Single,390,Phocoena phocoena,Harbour porpoise,2014-12-01,Exact,58.27505493,-6.282661438,U,NA,FALSE,indeterminate (code 5),not necropsied,2014
M398/14,Cetacean,Harbour porpoise,Single,398,Phocoena phocoena,Harbour porpoise,2014-12-04,Exact,58.2004509,-6.200410843,U,NA,FALSE,unknown,not necropsied,2014
M456/14,Cetacean,Harbour porpoise,Single,456,Phocoena phocoena,Harbour porpoise,2014-12-18,Exact,56.5262413,-6.926086903,U,100,TRUE,unknown,not necropsied,2014
M445/14,Cetacean,Harbour porpoise,Single,445,Phocoena phocoena,Harbour porpoise,2014-12-20,Exact,55.46150208,-4.642911434,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2014
M450/14,Cetacean,Harbour porpoise,Single,450,Phocoena phocoena,Harbour porpoise,2014-12-26,Exact,55.78201675,-6.459605217,U,124,FALSE,Slight decomposition (code 2b),sampled,2014
M451/14,Cetacean,Harbour porpoise,Single,451,Phocoena phocoena,Harbour porpoise,2014-12-28,Exact,55.78118515,-6.28074789,F,102,FALSE,Slight decomposition (code 2b),sampled,2014
M468/14,Cetacean,Harbour porpoise,Single,468,Phocoena phocoena,Harbour porpoise,2014-12-29,Exact,56.06180191,-2.767616987,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2014
M20/15,Cetacean,Harbour porpoise,Single,20,Phocoena phocoena,Harbour porpoise,2015-01-10,Exact,58.48082733,-5.102748871,F,160,FALSE,freshly dead-slight decomposition (code 2a-2b),necropsied,2015
M30/15,Cetacean,Harbour porpoise,Single,30,Phocoena phocoena,Harbour porpoise,2015-01-15,Exact,56.50065613,-2.700106621,F,155,FALSE,moderate decomposition (code 3),necropsied,2015
M57/15,Cetacean,Harbour porpoise,Single,57,Phocoena phocoena,Harbour porpoise,2015-01-30,Exact,55.6811409,-5.677676201,M,133,FALSE,indeterminate (code 5),sampled,2015
M61/15,Cetacean,Harbour porpoise,Single,61,Phocoena phocoena,Harbour porpoise,2015-02-03,Exact,57.67102814,-2.556532383,F,131,FALSE,Slight decomposition (code 2b),necropsied,2015
M79/15,Cetacean,Harbour porpoise,Single,79,Phocoena phocoena,Harbour porpoise,2015-02-14,Exact,55.70528793,-6.417386532,M,117,TRUE,Slight decomposition (code 2b),sampled,2015
M84/15,Cetacean,Harbour porpoise,Single,84,Phocoena phocoena,Harbour porpoise,2015-02-20,Exact,57.03258896,-2.143308878,U,121,FALSE,Slight decomposition (code 2b),not necropsied,2015
M87/15,Cetacean,Harbour porpoise,Single,87,Phocoena phocoena,Harbour porpoise,2015-02-21,Exact,57.5675621,-7.483244896,F,152,FALSE,Slight decomposition (code 2b),not necropsied,2015
M88/15,Cetacean,Harbour porpoise,Single,88,Phocoena phocoena,Harbour porpoise,2015-02-23,Exact,56.72284698,-2.444414377,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2015
M105/15,Cetacean,Harbour porpoise,Single,105,Phocoena phocoena,Harbour porpoise,2015-03-15,Exact,54.80889511,-4.08809042,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2015
M103/15,Cetacean,Harbour porpoise,Single,103,Phocoena phocoena,Harbour porpoise,2015-03-16,Exact,56.06155014,-2.807756901,M,125,FALSE,moderate decomposition (code 3),not necropsied,2015
M106/15,Cetacean,Harbour porpoise,Single,106,Phocoena phocoena,Harbour porpoise,2015-03-17,Exact,56.95973587,-2.203871727,U,NA,FALSE,unknown,not necropsied,2015
M119/15,Cetacean,Harbour porpoise,Single,119,Phocoena phocoena,Harbour porpoise,2015-03-31,Exact,57.35875702,-2.013259649,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2015
M125/15,Cetacean,Harbour porpoise,Single,125,Phocoena phocoena,Harbour porpoise,2015-04-03,Exact,57.11534119,-5.551076889,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2015
M129/15,Cetacean,Harbour porpoise,Single,129,Phocoena phocoena,Harbour porpoise,2015-04-19,Exact,55.9487915,-3.096854448,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2015
M131/15,Cetacean,Harbour porpoise,Single,131,Phocoena phocoena,Harbour porpoise,2015-04-23,Exact,57.66928864,-2.543102026,M,140,FALSE,moderate decomposition (code 3),necropsied,2015
M143/15,Cetacean,Harbour porpoise,Single,143,Phocoena phocoena,Harbour porpoise,2015-05-07,Exact,55.4183197,-5.564661026,U,NA,FALSE,alive- refloated (code 1),not necropsied,2015
M144/15,Cetacean,Harbour porpoise,Single,144,Phocoena phocoena,Harbour porpoise,2015-05-07,Exact,57.69782257,-5.770831108,F,122,FALSE,freshly dead- died on beach (code 2a),necropsied,2015
M145/15,Cetacean,Harbour porpoise,Single,145,Phocoena phocoena,Harbour porpoise,2015-05-12,Exact,54.82662964,-4.733620644,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2015
M151/15,Cetacean,Harbour porpoise,Single,151,Phocoena phocoena,Harbour porpoise,2015-05-21,Exact,55.70385361,-5.289705276,M,155,TRUE,moderate decomposition (code 3),sampled,2015
M172/15,Cetacean,Harbour porpoise,Single,172,Phocoena phocoena,Harbour porpoise,2015-06-06,Exact,56.0472374,-5.291587353,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2015
M168/15,Cetacean,Harbour porpoise,Single,168,Phocoena phocoena,Harbour porpoise,2015-06-07,Exact,56.59132004,-6.662257671,U,121,TRUE,advanced decomposition (code 4),not necropsied,2015
M169/15,Cetacean,Harbour porpoise,Single,169,Phocoena phocoena,Harbour porpoise,2015-06-08,Exact,56.62364197,-6.61566782,U,121,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2015
M185/15,Cetacean,Harbour porpoise,Single,185,Phocoena phocoena,Harbour porpoise,2015-06-18,Exact,56.51889038,-6.884434223,U,152,TRUE,advanced decomposition (code 4),not necropsied,2015
M182/15,Cetacean,Harbour porpoise,Single,182,Phocoena phocoena,Harbour porpoise,2015-06-19,Exact,56.60883331,-5.977811337,U,NA,FALSE,indeterminate (code 5),not necropsied,2015
M186/15,Cetacean,Harbour porpoise,Single,186,Phocoena phocoena,Harbour porpoise,2015-06-21,Exact,57.22513962,-5.641182423,F,81.5,FALSE,moderate decomposition (code 3),necropsied,2015
M194/15,Cetacean,Harbour porpoise,Single,194,Phocoena phocoena,Harbour porpoise,2015-06-26,Exact,56.64950562,-6.573106289,F,NA,FALSE,indeterminate (code 5),not necropsied,2015
M201/15,Cetacean,Harbour porpoise,Single,201,Phocoena phocoena,Harbour porpoise,2015-06-28,Exact,57.22583771,-5.647892475,U,91,FALSE,advanced decomposition (code 4),not necropsied,2015
M200/15,Cetacean,Harbour porpoise,Single,200,Phocoena phocoena,Harbour porpoise,2015-06-30,Exact,55.9101181,-4.879817486,U,91,FALSE,advanced decomposition (code 4),not necropsied,2015
M206/15,Cetacean,Harbour porpoise,Single,206,Phocoena phocoena,Harbour porpoise,2015-07-05,Exact,54.87290955,-3.732916832,U,91,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2015
M211/15,Cetacean,Harbour porpoise,Single,211,Phocoena phocoena,Harbour porpoise,2015-07-08,Exact,55.95233154,-4.842891216,F,160,FALSE,Slight decomposition (code 2b),sampled,2015
M214/15,Cetacean,Harbour porpoise,Single,214,Phocoena phocoena,Harbour porpoise,2015-07-09,Exact,57.24014664,-5.889750957,M,NA,FALSE,moderate decomposition (code 3),not necropsied,2015
M221/15,Cetacean,Harbour porpoise,Single,221,Phocoena phocoena,Harbour porpoise,2015-07-14,Exact,55.518216,-5.0617852,U,100,TRUE,moderate decomposition (code 3),not necropsied,2015
